,stop_code,stop_name,stop_desc,stop_lat,stop_lon
454,169,Ряшівська (169),"вул. Ряшівська (Городоцька, 309)",49.826844,23.954539999999998
455,168,ЛОРТА (168),"вул. Ряшівська (вул. Є. Патона, 6)",49.824002,23.955729
456,121,Патона (121),"вул. Є. Патона, 31",49.823007000000004,23.961446
457,120,Залізнична РА (120),"вул. Є. Патона, 7",49.822632,23.965602
458,397,Кавалерідзе (397),вул. І. Кавалерідзе 2,49.793535,24.064463
459,400,Кос-Анатольського (400),вул. І. Кавалерідзе 16,49.790865000000004,24.067698
460,354-01,Антонича (354-01),вул. Б. Антонича 12,49.785195,24.069607
461,122,Залізнична РА (122),"вул. Є. Патона, 2/2",49.822771,23.965173
462,119,Патона (119),"вул. Є. Патона, 2",49.823192999999996,23.960516000000002
463,167,ЛОРТА (167),"вул. Ряшівська, 7",49.824294,23.956085
464,166,Ряшівська (166),"вул. Ряшівська, 1",49.82672,23.954948
465,115,Каховська (115),"вул. Городоцька, 236",49.826768,23.946521
466,102,Станційна (102),"вул. Городоцька, 282",49.823482,23.928912
467,103,Азов-Галичина (103),"вул. Городоцька, 284",49.822646,23.924167
468,105,Городоцька. Метро (105),"вул. Городоцька, 300",49.821535,23.918175
469,1194,"Малехів, Жовківська (1194)",с. Малехів вул. Жовківська зі Львова,49.879835,24.061791
470,1202,"Малехів, Космонавтів (1202)","с. Малехів, вул. Жовківська",49.88572,24.059372
471,1177,"Великі Грибовичі, Садова (1177)","с. Великі Грибовичі, вул. Садова",49.902264,24.056261
472,1175,"Великі Грибовичі, АЗС (1175)",с. Великі Грибовичі,49.908994,24.054485
473,1261,Гряда (1261),"с. Гряда, М-09",49.933763,24.051358
474,1263,"Гряда, Прапорна (1263)","с. Гряда, М-09",49.937924,24.052473000000003
475,1211,"Великий Дорошів, поворот на Зашків (1211)","с. Великий Дорошів, М-09",49.946967,24.054909
476,1221,Зашків___1 (1221),с. Зашків,49.953049,24.022733
477,1223,Зашків___2 (1223),с. Зашків,49.954064,24.017487
478,1225,"Зашків, центр (1225)",с. Зашків,49.954778000000005,24.008238000000002
479,1271,"Зарудці, Ферма (1271)",с. Зарудці,49.974699,24.004837
480,1273,"Зарудці, Центр (1273)","с. Зарудці, вул. І. Франка",49.972871000000005,23.989323000000002
481,1275,Зарудці (1275),"с. Зарудці, вул. І. Франка",49.971629,23.973764000000003
482,1276,Зарудці (1276),"с. Зарудці, вул. І. Франка",49.971594,23.974196
483,1274,"Зарудці, Центр (1274)","с. Зарудці, вул. І. Франка",49.972823999999996,23.98938
484,1272,"Зарудці, Ферма (1272)",с. Зарудці,49.975035999999996,24.005634
485,1226,"Зашків, центр (1226)",с. Зашків,49.954623,24.008807
486,1224,Зашків___2 (1224),с. Зашків,49.954009,24.017444
487,1222,Зашків___1 (1222),с. Зашків,49.953015,24.022508
488,1212,"Великий Дорошів, поворот на Зашків (1212)","с. Великий Дорошів, М-09",49.946463,24.054627
489,1264,"Гряда, Прапорна (1264)","с. Гряда, М-09",49.937878999999995,24.052414000000002
490,1262,Гряда (1262),"с. Гряда, М-09",49.933459,24.051197
491,1178,"Великі Грибовичі, Садова (1178)","с. Великі Грибовичі, вул. Садова",49.90187,24.056242
492,1176,"Великі Грибовичі, АЗС (1176)",с. Великі Грибовичі,49.909455,24.054285999999998
493,1201,"Малехів, Космонавтів (1201)","с. Великі Грибовичі, вул. Жовківська",49.885758,24.059286
494,1193,"Малехів, Жовківська (1193)",с. Малехів вул. Жовківська  до Львова,49.879812,24.061668
495,750,Ромоданівська (750),вул. Личаківська (навпроти буд. 211),49.835784999999994,24.073148
496,254,Ялівець (254),"вул. Личаківська, 162",49.835689,24.075476000000002
497,261,Бахматюка (261),вул. Личаківська (навпроти № 261),49.83481,24.084139
498,262,Дріжджова (262),вул. Личаківська (навпроти № 283),49.834007,24.088054999999997
499,1019,Винниківське озеро (1019),вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820656,24.112464000000003
500,1003,"Винники, Офтальмологічна поліклініка (1003)",вул. Галицька 12,49.817673,24.130574
501,1017,"Винники, Івасюка (1017)","м. Винники, вул. Т. Шевченка (перехрестя з вул. Галицька)",49.816323,24.135686
502,1031,"Винники, Стуса (1031)","м. Винники, вул. Стуса, 2",49.813633,24.135198000000003
503,1015,Винники. Франка (1015),"м. Винники, вул. І. Франка 74А",49.808919,24.138148
504,1030,"Винники, Стадіон (1030)","Винники, вул. І. Франка, 110",49.80572,24.137092000000003
505,1013,"Винники, Шептицьких (1013)",вул. Забава 8А,49.802341999999996,24.134892
506,1011,Винники. Козацька (1011),вул. Забава 46,49.802796,24.12923
507,1033,"Винники, Джерельна (1033)","Винники, вул. Забава, 70",49.805820000000004,24.121041
508,1001-01,"Винники, Забава (1001-01)","Винники, вул. Забава, 98",49.808219,24.119137
509,1001,"Винники, Забава (1001)","Винники, вул. Забава, 73",49.809183000000004,24.120285
510,1032,"Винники, Джерельна (1032)","м. Винники, вул. Забава, 71",49.805765,24.120929
511,1010,Винники. Козацька (1010),"м. Винники, вул. Забава, 21",49.802552,24.12978
512,1012,"Винники, Шептицьких (1012)",вул. Забава 1А,49.802299,24.135583999999998
513,1029,"Винники, Стадіон (1029)","м. Винники, вул. І. Франка, 115а",49.805669,24.137145
514,1014,"Винники, Франка (1014)","м. Винники, вул. І. Франка 81",49.808821,24.138154
515,1028,"Винники, Стрілецька (1028)","м. Винники, вул. Івана Франка,14",49.813651,24.14045
516,1004,"Винники, Івасюка (1004)","м. Винники, вул. Галицька 21",49.816901,24.136861
517,1002,"Винники, Офтальмологічна поліклініка (1002)",вул. Галицька 1,49.817621,24.130488
518,1018,Винниківське озеро (1018),вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820682,24.112582
519,259,Дріжджова (259),"вул. Личаківська, 281",49.834118,24.087958999999998
520,258,Бахматюка (258),"вул. Личаківська, 259",49.834996999999994,24.083645999999998
521,257,Ялівець (257),"вул. Личаківська, 223",49.835778999999995,24.075004
522,256,Автостанція №6 (256),"вул. Личаківська, 195",49.835945,24.07101
523,1129,"Рудне, Семінарія (1129)","Рудне, вул. Т. Шевченка",49.842636,23.860631
524,1127,"Рудне, Шевченка (1127)","Рудне, вул. Т. Шевченка",49.840297,23.865531
525,1123,"Рудне, М.Лисенка (1123)","Рудне, вул. Лисенка, 2",49.838439,23.863828
526,1122,"Рудне, Стадіон (1122)","Рудне, вул. М. Грушевського, 95",49.83801,23.868356
527,1119,"Рудне, Народний дім (1119)","Рудне, вул. Володимира Великого, 9А",49.836979,23.873286
528,1118,"Рудне, В. Великого (1118)","Рудне, вул. Володимира Великого, 8",49.835467,23.876681
529,1112,"Рудне, Центральна (1112)","Рудне, вул. І. Огієнка,14",49.836426,23.878288
530,1109,"Рудне, Лугова (1109)","Рудне, вул. М. Грушевського, 5а",49.837152,23.884766
531,1107,"Рудне, Л. Українки (1107)","Рудне, вул. Л. Українки",49.839690000000004,23.886978
532,1105,"Рудне, Мазепи (1105)","Рудне, вул. Героїв Небесної Сотні",49.839525,23.890843
533,1103,"Рудне, Коновальця (1103)","Рудне, вул. Героїв Небесної Сотні",49.838204,23.895516
534,1101,"Рудне, Кільцева (1101)","Рудне, вул. Героїв Небесної Сотні",49.838901,23.899059
535,316,Епіцентр (316),"вул. Городоцька, 302",49.824203999999995,23.910241
536,104,Вільхова (104),"вул. Городоцька, 293",49.828834,23.958516
537,101,Вівсяна (101),"вул. Городоцька, 273",49.829965,23.964658
538,596,Окуневського (596),вул. В. Липинського 5,49.856215999999996,24.019434
539,621,Бальзака (621),"вул. Варшавська, 2",49.855064,24.014472
540,622,Струмок (622),вул. Варшавська 44,49.857863,24.011623999999998
541,627,Панча (627),"вул. Варшавська (вул. П. Панча, 26)",49.862171000000004,24.007642999999998
542,612-01,Варшавська (612-01),"просп. В. Чорновола, 103",49.866374,24.016220999999998
543,498,Богданівка (498),вул. Городоцька (навпроти № 225),49.832495,23.978396
544,97,Мотозавод (97),"вул. Городоцька, 174",49.830474,23.966905
545,98,Вівсяна (98),"вул. Городоцька, 210",49.829734,23.962866
546,99,Вільхова (99),"вул. Городоцька, 222",49.828633,23.956948999999998
547,315,Епіцентр (315),"вул. Городоцька,302",49.824453000000005,23.910273
548,1102,"Рудне, Кільцева (1102)","Рудне, вул. Героїв Небесної Сотні",49.839,23.899126000000003
549,1104,"Рудне, Коновальця (1104)","Рудне, вул. Героїв Небесної Сотні",49.838308000000005,23.895457
550,1106,"Рудне, Мазепи (1106)","Рудне, вул. Героїв Небесної Сотні",49.839609,23.89079
551,1108,"Рудне, Л. Українки (1108)","Рудне, вул. Т. Шевченка",49.839729999999996,23.88689
552,1125,"Рудне, Нагірних (1125)","Рудне, вул. Т. Шевченка, 54",49.839678,23.877046
553,1128,"Рудне, Шевченка (1128)","Рудне, вул. Т. Шевченка, 110",49.840418,23.865387
554,1130,"Рудне, Семінарія (1130)","Рудне, вул. Т. Шевченка, 130",49.842662,23.860711
555,85,Станція Скнилів (85),"вул. Авіаційна, 2",49.822028,23.936621
556,86,Авіаційна (86),"вул. Авіаційна, 1",49.824858,23.939401999999998
557,355,Лікарня №8 (0355),вул. В. Навроцького 4,49.811232000000004,24.05053
558,356,Лікарня №8 (0356),вул. В. Навроцького 21,49.811376,24.050741
559,711,Енергетична (711),"вул. П. Мирного (вул. Енергетична, 18)",49.815644,24.030544
560,306,Курмановича (306),вул. Авіаційна (під мостом),49.826529,23.941741
561,85-01,Станція Скнилів (85-01),"вул. Авіаційна, 2",49.822071,23.93631
562,195,Низинна (195),"вул. Широка (вул. Доробок, 36А)",49.842079,23.973525
563,751,Дубова (751),"вул. Тракт Глинянський, 42",49.838851,24.081523999999998
564,205,Богданівська (205),вул. Глинянський Тракт 74,49.840216999999996,24.086154
565,206,Бігова (206),"вул. Глинянський Тракт, 136",49.841304,24.096598
566,211,Глинянський Тракт (211),вул. Глинянський Тракт (навпроти № 161),49.841932,24.100957
567,209,Провесінь (209),"вул. Глинянський Тракт, 165",49.842298,24.103237
568,208,Глинянський Тракт (208),вул. Глинянський Тракт 161,49.842016,24.100941
569,207,Бігова (207),"вул. Глинянський Тракт, 141",49.841401,24.096726999999998
570,752,Дубова (752),"вул. Тракт Глинянський, 55",49.838196999999994,24.079781
571,196,Широка (196),"вул. Широка (вул. Сяйво, 99)",49.842795,23.978621
572,192,Низинна (192),вул. Широка 44,49.842165,23.971508
573,1229,"Зашків, Школа (1229)",с. Зашків,49.954651,24.000695999999998
574,1231,"Зашків, Цвинтар (1231)",с. Зашків,49.954658,23.993819000000002
575,1233,"Зашків, Станція (1233)",с. Зашків,49.955197999999996,23.990415
576,1232,"Зашків, Цвинтар (1232)",с. Зашків,49.95463,23.993904999999998
577,1235,Зашків Млинівка (1235),с. Зашків,49.953191,23.99663
578,1237,Зашків___3 (1237),с. Зашків,49.950433000000004,23.992016
579,1251,"Завадів, ___1 (1251)",с. Завадів,49.945076,23.987896
580,1253,"Завадів, ___2 (1253)",с. Завадів,49.946177,23.97743
581,1255,"Завадів, ___3 (1255)",с. Завадів,49.945876,23.970859
582,1257,"Завадів, кінцева (1257)",с. Завадів,49.945669,23.966031
583,1258,"Завадів, кінцева (1258)",с. Завадів,49.945648999999996,23.966063000000002
584,1256,"Завадів, ___3 (1256)",с. Завадів,49.94578,23.970119
585,1254,"Завадів, ___2 (1254)",с. Завадів,49.945987,23.978369
586,1252,"Завадів, ___1 (1252)",с. Завадів,49.945027,23.987896
587,1238,Зашків___3 (1238),с. Зашків,49.950388000000004,23.991939000000002
588,1236,"Зашків, Млинівка (1236)",с. Зашків,49.953072999999996,23.996721
589,1230,"Зашків, Школа (1230)",с. Зашків,49.954734,24.001804
590,83,Залізничний вокзал (83),"пл. Двірцева,1",49.840001,23.996042000000003
591,668,Під Голоском (668),"вул. Під Голоском, 21",49.8707,24.003377
592,770,Заозерні провулки (770),"вул. Під Голоском (перехрестя з 2-м Заозерним провулком, 15)",49.868930999999996,24.012529999999998
593,21,Театр ляльок (21),пл. Данила Галицького 1,49.844499,24.031624
594,59,Підвальна (59),вул. Підвальна 13,49.842759,24.034941
595,30,Шухевича (30),"вул. І. Франка, 8",49.836653999999996,24.034894
596,217,Ш. Руставелі (217),"вул. Зелена, 12",49.833892999999996,24.03668
597,780,Вагилевича (780),"вул. Зелена, 24",49.83285,24.040186
598,219,Львівводоканал (219),"вул. Зелена, 54",49.830684999999995,24.043326999999998
599,24,Водогінна (24),"вул. Зелена, 118",49.82628,24.043509
600,25,Керченська (25),вул. Зелена (навпроти № 109),49.82347,24.052248000000002
601,369,Липова Алея (369),"вул. Зелена, 130",49.820659,24.055879
602,372,Дністерська (372),вул. Зелена 150,49.817745,24.059388000000002
603,303,"Чукаріна, Школа (303)","вул. Чукаріна, 12",49.798308,24.042757
604,743,Річка Зубра (743),"вул. Гната Хоткевича, 62",49.796572999999995,24.039197
605,310,Хоткевича (310),"вул. Г. Хоткевича, 34",49.794522,24.043622
606,360,Річка Зубра (360),"вул. Г. Хоткевича, 62",49.796471000000004,24.039432
607,322,Данилюка (322),"вул. Г. Хоткевича, 68",49.798217,24.039127
608,302,"Чукаріна, Школа (302)","вул. Чукаріна, 1",49.798362,24.042408
609,324,Шувар (324),"пр. Червоної Калини, 36 (проїзд між №36 та №40)",49.798165000000004,24.049577
610,224,Дністерська (224),"вул. Зелена, 131",49.817614,24.059892
611,223,Липова Алея (223),"вул. Зелена, 113",49.822388000000004,24.054396
612,222,Керченська (222),"вул. Зелена, 107",49.823896000000005,24.051647
613,221,Водогінна (221),"вул. Зелена, 87",49.827017,24.044872
614,220,Львівводоканал (220),"вул. Зелена, 77",49.829834000000005,24.044466
615,779,Вагилевича (779),"вул. Зелена, 45",49.832382,24.041372
616,218,Ш. Руставелі (218),"вул. Зелена, 9",49.834208000000004,24.036008
617,670,Варшавська (670),вул. Під Голоском (навпроти № 3),49.867281,24.015099
618,769,Заозерні провулки (769),"вул. Під Голоском (перехрестя з 2-м Заозерним провулком, 19)",49.869071000000005,24.012492
619,669,Під Голоском (669),вул. Під Голоском (навпроти № 25),49.870914,24.005259
620,78,Університет (78),"вул. Університеська, 1",49.840076,24.021939
621,781,Собор Святого Юра (781),"вул. Митрополита Андрея, 2",49.836945,24.011532
622,49,Бандери (49),"вул. Митрополита Антонія Ангеловича,38",49.835615999999995,24.005819
623,522,Аквапарк (522),вул. Княгині Ольги 108,49.807253,23.99869
624,386,Сихівська (386),"вул. Зелена, 313",49.796861,24.072585
625,381,Старий Сихів (381),"вул. Зелена, 296",49.793054,24.074344
626,385,Станція Сихів (385),"вул. Зелена, 308",49.787421,24.075275
627,395,Пасіки Зубрицькі (395),вул. Зелена (навпроти ТОВ Блюм Україна),49.780769,24.090148000000003
628,390,Пульмонологічний центр (390),"вул. Зелена,406",49.782828,24.096542000000003
629,396,Пасіки Зубрицькі (396),вул. Зелена ТОВ Блюм Україна,49.781051,24.087144
630,384,Станція Сихів (384),"вул. Зелена, 308",49.78606,24.076045
631,389,Станція Сихів (389),"вул. Зелена, 405",49.787928,24.075178
632,388,Старий Сихів (388),"вул. Зелена, 367",49.792460999999996,24.074408
633,387,Вулецька (387),"вул. Зелена, 327",49.795613,24.073545000000003
634,520,Аквапарк (520),"вул. Княгині Ольги, 71",49.806634,23.999097
635,70,Собор Святого Юра (70),пл. Святого Юра,49.836931,24.013005
636,55,700-річчя Львова (55),"вул. Під Дубом, 1",49.850445,24.026083
637,578,Гайдамацька (578),"вул. Б. Хмельницького, 48",49.851203999999996,24.029822
638,579,Підзамче (579),"вул. Б. Хмельницького, 52",49.851867999999996,24.032003
639,671,Промислова (671),"вул. Промислова, 6",49.854797999999995,24.040907999999998
640,676,Трамвайне депо (676),вул. Промислова (навпроти буд. 29),49.858021,24.042753
641,675,Фабрика Світанок (675),"вул. Промислова, 52",49.861144,24.043815
642,678,Липинського (678),вул. Промислова (перехрестя з вул. Городницькою),49.86423,24.044376
643,236,Кукурудзяна (236),вул. Кукурудзяна (перехрестя з вул. Ковельською),49.862363,24.060637
644,766,Ковельська (766),"вул. Ковельська, 67",49.860966,24.060812
645,289-1,Польова (289-1),"вул. Польова, 29",49.857118,24.063631
646,289,Польова (289),"вул. Польова, 42",49.857734,24.063748999999998
647,231,Ковельська (231),вул. Ковельська (навпроти № 63),49.859971,24.060305
648,237,Кукурудзяна (237),вул. Кукурудзяна (перехрестя з вул. Ковельською),49.862465,24.060385999999998
649,674,Фабрика Світанок (674),"вул. Промислова, 39",49.861989,24.043858
650,673,Трамвайне депо (673),"вул. Промислова, 25",49.856613,24.041803
651,672,Промислова (672),"вул. Промислова, 19",49.854078,24.040425
652,630,Гайдамацька (630),"вул. Гайдамацька, 2-А",49.852013,24.029347
653,640,Палац Хоткевича (640),"вул. Замарстинівська, 25",49.852271,24.02747
654,56,700-річчя Львова (56),"вул. Під Дубом, 2",49.850509,24.025571
655,547,Вікторія Гарденс (547),"вул. Ряшівська - Кульпарківська, 226-А",49.80555,23.98037
656,326,Поліклініка №2 (0326),вул. В. Симоненка 3,49.809545,23.988369
657,268,Каштанова (268),вул. Медової Печери 30,49.824521999999995,24.079285000000002
658,270,Медової Печери (270),"вул. Медової Печери, 67",49.822998999999996,24.084156
659,269,Каштанова (269),вул. Медової Печери 45,49.824678000000006,24.079086
660,267,Майорівка (267),вул. Медової Печери 1,49.826636,24.07281
661,518,"Бойчука, Кіноцентр (518)","вул. Княгині Ольги, 59",49.812321000000004,24.000412
662,514,Аркаса (514),"вул. Княгині Ольги, 11",49.817861,24.003609
663,513,Шумського (513),"вул. Княгині Ольги, 3",49.82378,24.007662
664,512,Горбачевського (512),"вул. Княгині Ольги,1",49.825757,24.009494
665,44,Сахарова (44),"вул. М. Коперника, 41",49.832644,24.018586
666,52,Головна пошта (52),"вул. П. Дорошенка, 43",49.83682,24.022003
667,50,Дорошенка (50),"вул. Дорошенка, 3",49.840237,24.027244
668,36,Саксаганського (36),"вул. І. Франка (вул. П. Саксаганського, 13)",49.834103999999996,24.034224
669,31,Площа Франка (31),"вул. І. Франка, 66",49.830573,24.032114
670,20,Парк культури (20),вул. Д. Вітовського (навпроти № 41),49.830242,24.023838
671,470,Сахарова (470),"вул. Академіка А. Сахарова (вул. Богуна, 12)",49.83155,24.016485999999997
672,526,Горбачевського (526),вул. Княгині Ольги (перехресті з вул. А.Сахарова),49.826083000000004,24.0093
673,515,Шумського (515),вул. Княгині Ольги 32,49.82301,24.006672000000002
674,523,Аркаса (523),"вул. Княгині Ольги, 100-Л",49.817325,24.002839
675,521,"Бойчука, Кіноцентр (521)","вул. Княгині Ольги, 104",49.812020000000004,23.999918
676,547-1,Вікторія Гарденс (547-1),"вул. Ряшівська, ТЦ Вікторія Гарденс",49.806028999999995,23.979708
677,708,площа Івана Підкови (708),"пр. Свободи, школа №62",49.841856,24.028063
678,639-01,Грінченка (639-01),"вул. Б. Грінченка (вул. Творча, 48)",49.872831,24.050309
679,639,Грінченка (639),"вул. Б. Грінченка, 13",49.873166,24.049864000000003
680,708-01,пл. І. Підкови (708-01),пр. Свободи (проїзд від вул. Академіка  В. Гнатюка),49.841406,24.027982
681,265,Кордуби (265),вул. М. Кордуби,49.850851,24.044692
682,290-01,Знесіння (290-01),"вул. Старознесенська, 64",49.851159,24.059039000000002
683,290,Знесіння (290),вул. Старознесінська 23,49.851197,24.059023
684,266,Кордуби (266),"вул. М. Кордуби, 2",49.850896,24.044464
685,295,Голосківське цвинтар (0295),зі Львова,49.888282000000004,24.020035
686,1180,Збиранка.Центр (1180),с. Збиранка,49.900635,24.018157000000002
687,1171,Великі Грибовичі  (1171),с. Великі Грибовичі  вул. Садова,49.911095,24.054002
688,412,Львівхолод (412),вул. Луганська 3,49.807496,24.054619
689,410,Коломийська - Трильовського (410),вул. Коломийська 9,49.787672,24.065938
690,409,Коломийська (409),вул. Коломийська 7,49.788039000000005,24.061051000000003
691,413,Львівхолод (413),вул. Луганська 6,49.807762,24.053428
692,90,Білогорща (90),вул. Білогорща 71,49.845690000000005,23.929682
693,89,Лаврівського (89),вул. Білогорща 57,49.844967,23.932509
694,87,Народний дім Білогорща (87),вул. Білогорща 25,49.844415999999995,23.938010000000002
695,93,Гайовської (93),вул. Білогорща (навпроти № 50),49.844742,23.945652
696,165,Роксоляни (165),вул. Роксоляни (перехрестя з вул. Білогорща),49.843995,23.958357
697,803,П`ятий парк (803),вул. Широка (навпроти буд. 100),49.842032,23.959178
698,193,Гніздовського (193),вул. Широка 68,49.84176,23.966659
699,802,П'ятий парк (802),"вул. Широка, 100",49.842029,23.960125
700,164,Роксоляни (164),"вул. Роксоляни (вул. Широка, 94)",49.843999,23.958526000000003
701,88,Гайовської (88),вул. Білогорща 50,49.844787,23.945249
702,91,Народний дім Білогорща (91),вул. Білогорща 118,49.84449,23.938169
703,92,Лаврівського (92),вул. Білогорща 144,49.845062,23.93271
704,90-01,Білогорща (90-01),вул. Білогорща 71,49.845825,23.929482999999998
705,66,Карпінського (66),вул. С. Бандери 26,49.834765000000004,24.008855
706,557,Бандери (557),вул. С. Бандери 73,49.834858000000004,24.006897
707,556,Карпінського (556),вул. С. Бандери 53,49.834696,24.010022
708,525,Аркаса (525),"вул. Княгині Ольги, 100-Л",49.817358,24.003038
709,427,Хуторівка (427),"вул. Хуторівка,35",49.801807000000004,24.044995
710,569,Тролейбусне депо (569),"вул. Тролейбусна, 4",49.807565000000004,24.007407
711,299,Рубчака (299),"вул. І. Рубчака, 7",49.806038,24.011827
712,509,Боднарівка (509),"вул. І. Рубчака (вул. Стрийська, 144)",49.805318,24.018216
713,427-1,Хуторівка (427-1),"вул. Хуторівка,52",49.80165,24.045897
714,771,Собор Святого Юра (771),"вул. Шептицьких, 3/4",49.837346000000004,24.011554
715,46,Кропивницького (46),"пл. М. Кропивницького,3",49.837303000000006,24.005352
716,78-01,Університет (78-01),"вул. Університеська, 1",49.83957,24.022545
717,118,Залізничний вокзал (118),"пл. Двірцева,1",49.839003000000005,23.996775
718,188,Приміський вокзал (188),вул. Чернівецька (навпроти буд.4),49.8377,24.000191
719,2,Старий ринок (2),"вул. Б. Хмельницького, 12",49.846160999999995,24.029181
720,23,Під дубом (23),"вул. Замарстинівська, 32",49.850227000000004,24.026856
721,642,Палац Хоткевича (642),"вул. Замарстинівська, 40",49.85229,24.027513
722,661-01,Миколайчука (661-01),вул. І. Миколайчука (кінцева трамвая №6),49.865907,24.044176999999998
723,661,Миколайчука (661),вул. І. Миколайчука (кінцева трамвая №6),49.866507,24.044539
724,3,Старий ринок (3),"вул. Хмельницького, 19",49.846517,24.028966
725,187,Приміський вокзал (187),"вул. Чернівецька, 4",49.83765,24.000562
726,117,Залізничний вокзал (117),"пл. Двірцева, 1",49.839890000000004,23.995026
727,504,Коновальця. музей Труша (504),"вул. Коновальця, 111",49.824384,23.993207
728,503,Гординських (503),"вул. Коновальця, 100",49.826692,23.996925
729,501,Залізняка (501),"вул. Коновальця, 85",49.828415,23.999704
730,499,Мельника (499),"вул. Коновальця, 51",49.830664,24.003244
731,505,Сахарова (505),"вул. І. Нечуя-Левицького ( Сахарова, 2)",49.832421999999994,24.017771
732,19,Парк культури (19),вул. Д. Вітовського (вхід до парку),49.830253000000006,24.023296
733,34,Площа Франка (34),"пл. Франка, 70",49.830161,24.031407
734,35,Саксаганського (35),"вул. Франка (вул. Зелена, 2)",49.834421999999996,24.034339000000003
735,244,Гайдамацька (244),"вул. Замарстинівська, 54",49.854409999999994,24.028242000000002
736,645,Городницька (645),"вул. Замарстинівська, 104",49.858447999999996,24.02714
737,704-01,Торф'яна (704-01),"вул. Замарстинівська, 122",49.861653999999994,24.026689
738,704,Торфяна (704),"вул. Замарстинівська, 113",49.861045000000004,24.026711
739,644,Городницька (644),"вул. Замарстинівська, 85",49.858502,24.027041
740,641,Гайдамацька (641),"вул. Замарстинівська, 39",49.853827,24.028116
741,27,Сахарова (27),"вул. І. Нечуя-Левицького, 8",49.832645,24.017127
742,527,Київська (527),"вул. І. Котляревського (вул. Генерала Т. Чупринки, 21)",49.832266,24.012486
743,500,Залізняка (500),"вул. Коновальця, 74",49.829163,24.00076
744,502,Гординських (502),"вул. Коновальця, 97",49.826983,23.997349
745,504-1,Коновальця-висадка (504-1),вул. Коновальця (навпроти 109),49.824214000000005,23.992896
746,1161,"Великі Грибовичі, Переїзд (1161)","Малі Грибовичі, вул. Миру",49.912476,24.044384
747,1163,"Великі Грибовичі, Церква (1163)","Малі Грибовичі, вул. Дачна, 1",49.911606,24.037394
748,1165,"Великі Грибовичі, Дачі (1165)","Малі Грибовичі, вул. Дачна",49.912029,24.03067
749,1291,"Малі Грибовичі, Дачі (1291)","Малі Грибовичі, вул. Джерельна",49.912541999999995,24.017757
750,1293,"Малі Грибовичі, центр (1293)","Малі Грибовичі, вул. Джерельна",49.918401,24.012793
751,1294,"Малі Грибовичі, центр (1294)","Малі Грибовичі, вул. Джерельна",49.9181,24.012616
752,1292,"Малі Грибовичі, Дачі (1292)","Малі Грибовичі, вул. Джерельна",49.912514,24.017739000000002
753,1166,"Великі Грибовичі, Дачі (1166)","Малі Грибовичі, вул. Дачна",49.912,24.030414999999998
754,1164,"Великі Грибовичі, Церква (1164)","Малі Грибовичі, вул. Дачна, 1",49.911654,24.037807
755,1162,"Великі Грибовичі, Переїзд (1162)","Малі Грибовичі, вул. Миру, 79",49.91235,24.044185
756,74,Соборна (74),"пл. Соборна, 10",49.838053,24.034969
757,311,Площа Франка (311),"вул. І. Франка, 77",49.829702000000005,24.031574
758,37,Стрийський парк (37),"вул. Франка, 108",49.826744,24.034173000000003
759,73,Академія мистецтв (73),вул. Снопківська (навпроти № 47),49.824759,24.036965
760,793,Стадіон Україна (793),"вул. Стуса, 23",49.818604,24.042791
761,797,Угорська (797),"пр. Червоної Калини (вул. Угорська, 27)",49.810615000000006,24.046181
762,794,Шувар (794),"пр. Червоної Калини, 36",49.798303000000004,24.049534
763,782,Дитяча поліклініка (782),"пр. Червоної Калини, 46",49.797228000000004,24.051822
764,791,Центр Довженка (791),пр. Червоної Калини (навпроти буд. 81),49.794944,24.056126000000003
765,753,Поліклініка №4 (753),"пр. Червоної Калини, 70",49.790068,24.05883
766,788,Коломийська (788),"пр. Червоної Калини, 80",49.788108,24.058923999999998
767,787,Санта Барбара (787),"пр. Червоної Калини, 94",49.785659,24.059045
768,784,Вернадського (784),"пр. Червоної Калини, 106",49.782409,24.059186999999998
769,785,Вернадського (785),"пр. Червоної Калини, 106",49.782514,24.059281
770,786,Санта Барбара (786),"пр. Червоної Калини, 109",49.785815,24.059151999999997
771,789,Коломийська (789),"пр. Червоної Калини, 97",49.788047999999996,24.059058
772,754,Поліклініка №4 (754),"пр. Червоної Калини, 72",49.790273,24.058985999999997
773,790,Центр Довженка (790),"пр. Червоної Калини, 81",49.795038,24.056196
774,783,Дитяча поліклініка (783),"пр. Червоної Калини, 59",49.797043,24.052334
775,795,Шувар (795),"пр. Червоної Калини, 36",49.799580999999996,24.047769
776,796,Угорська (796),"пр. Червоної Калини, 1",49.810931,24.046264
777,792,Стадіон Україна (792),"вул. Стуса, 49",49.818801,24.04242
778,4,Академія мистецтв (4),"вул. Свенціцького, 15",49.825511999999996,24.035667
779,28,Стрийський парк (28),"вул. Іларіона Свєнціцького, 5",49.826955,24.034129999999998
780,32,Стрийський ринок (32),"вул. Франка, 81",49.829234,24.032193
781,0074-01,Пл. Соборна (0074-01),"пл. Соборна, 17",49.838591,24.034751999999997
782,467,Сахарова (467),"вул. Сахарова, 8",49.831941,24.017293
783,469,Горбачевського (469),"вул. Сахарова, 50",49.827401,24.011291
784,293,Шумського (293),"вул. Княгині Ольги (вул. Котка, 4)",49.822662,24.006605
