,stop_code,stop_name,stop_desc,stop_lat,stop_lon
912,1192,"Малехів, Нова (1192)","с. Малехів, вул. Тараса Дороша, 22",49.876903000000006,24.066720999999998
913,342,Парк Архангела Михаїла (342),"вул. Вернадського, 115",49.786257,24.026343
914,1424,"Підрясне, Червоної Калини (1424)",с. Підрясне,49.87579,23.876081
915,1422,"Підрясне, Шевченка (1422)",с. Підрясне,49.875313,23.881209
916,1404,"Рясне-Руське, Школа (1404)",с. Рясне-Руське,49.873598,23.90625
917,1402,"Рясне-Руське, Вишняк (1402)",с. Рясне-Руське,49.873647,23.911888
918,742,Автобудівельників (742),"Рясне-2, вул. Т. Шевченка",49.873290999999995,23.917596
919,740,СТО (740),"Рясне-2, вул. Т. Шевченка",49.872725,23.929051
920,329,Янівський меморіал (329),вул. Омеляна Ковча,49.859685999999996,23.987663
921,1189,"Лисиничі, Цвинтар (1189)","с. Лисиничі,  вул. Глинянський Тракт",49.843559,24.119892999999998
922,1381,"Підбірці, Злуки (1381)","с. Підбірці, вул. Залізнична",49.843058,24.133558999999998
923,1383,"Підбірці, Залізнична (1383)","с. Підбірці, вул. Залізнична",49.846216,24.137816
924,1385,Підбірці __1 (1385),с. Підбірці,49.845696999999994,24.145149
925,1387,Підбірці __2 (1387),с. Підбірці,49.844684,24.152364000000002
926,1389,Підбірці (1389),с. Підбірці,49.844106,24.160464
927,1390,Підбірці (1390),с. Підбірці,49.844198999999996,24.15989
928,1388,Підбірці __2 (1388),с. Підбірці,49.844722999999995,24.152533
929,1386,Підбірці __1 (1386),с. Підбірці,49.845875,24.144406
930,1384,"Підбірці, Залізнична (1384)",с. Підбірці,49.846233000000005,24.137059
931,1382,"Підбірці, Злуки (1382)",с. Підбірці,49.843068,24.132929
932,1190,"Лисиничі, Цвинтар (1190)","с. Лисиничі,  вул. Глинянський Тракт",49.843739,24.120569
933,330,Янівський меморіал (330),"вул. Омеляна Ковча, 31",49.859897,23.987813
934,741,Автобудівельників (741),"с. Підрясне, вул. Т. Шевченка",49.873391,23.917601
935,1403,"Рясне-Руське, Школа (1403)","с. Рясне-Руське, вул. Т. Шевченка",49.873674,23.905563
936,1421,"Підрясне, Шевченка (1421)",с. Підрясне,49.875471999999995,23.880436
937,1423,"Підрясне, Червоної Калини (1423)",с. Підрясне,49.8758,23.876445
938,320.0,ТРЦ Кінг Кросс (320),"вул. Стрийська, 30",49.774093,24.012718
939,434.0,Іподром (434),вул. Стрийська 179,49.778119000000004,24.014170999999997
940,435.0,Сокільницька (435),"вул. Стрийська, 197",49.784228999999996,24.014322
941,,Автовокзал (433),"вул. Стрийська, 109",49.787537,24.017771
942,,Максимовича (432),"вул. Стрийська, 71",49.792621000000004,24.016092
943,431.0,Гашека (431),"вул. Стрийська, 61",49.794712,24.016521
944,430.0,Скорини (430),"вул. Стрийська, 57",49.798002000000004,24.017245000000003
945,553.0,Стрийська-Наукова (553),вул. Наукова,49.802078,24.017267
946,552.0,Підстригача (552),"вул. Наукова, 148а",49.802385,24.014091
947,539.0,Тролейбусна (539),"вул. Наукова, 12",49.803416999999996,24.004875
948,,Княгині Ольги (541),"30, Наукова вулиця, Франківський район, Львів, Львівська міська громада, Львівський район, Львівська область, 79060, Україна",49.803937,23.999572
949,545.0,Центр зайнятості (545),"вул. Наукова, 62",49.804362,23.995203
950,549.0,Клуб Науковий (549),"вул. Наукова, 64а",49.804714000000004,23.991732
951,,Симоненка (546),"вул. Наукова, 112",49.805456,23.985579
952,533.0,Щирецька (533),"вул. Кульпарківська, 123",49.809356,23.982561999999998
953,131.0,Скнилівок (131),"вул. І. Виговського, 89",49.812296999999994,23.981942
954,130.0,Південний (130),"вул. Виговського, 69",49.813671,23.976856
955,129.0,Кульчицької (129),"вул. Виговського, 47",49.816714000000005,23.97235
956,128.0,Любінська-Виговського (128),"вул. Виговського, 41",49.819621000000005,23.969860999999998
957,148.0,Любінська-Виговського (148),"вул. Любінська, 101",49.820916,23.969706
958,146.0,Караджича (146),"вул. Любінська, 91",49.8227,23.974504
959,156.0,Будинок меблів (156),"вул. Любінська (вул. Зоряна, 4)",49.824968,23.979067
960,554.0,Окружна (554),"вул. Окружна, 56",49.826623,23.983524
961,,Кардіологічний центр (530),"вул. Кульпарківська, 35",49.831241999999996,23.990782
962,,Кульпарківська (529),"вул. Кульпарківська, 3",49.834178,23.990839
963,,Скриня (494),вул. Городоцька 175,49.835346,23.99509
964,,Привокзальний ринок (749),"вул. Городоцька, 155",49.836125,23.999162
965,18.0,Кропивницького (18),"вул. Городоцька, 98",49.837422,24.004907
966,15.0,Цирк (15),"вул. Городоцька, 42",49.840196999999996,24.012256
967,16.0,Церква Анни (16),"вул. Городоцька, 67",49.841939,24.016604
968,14.0,Наливайка (14),"вул. Городоцька, 27",49.843109999999996,24.022197
969,62.0,пл. Різні (62),"пл. Різні (вул. Лазнева, 3)",49.845496999999995,24.026086
970,7.0,Чорновола (7),"пр. В. Чорновола, 9",49.846839,24.025603
971,615.0,Палац культури Гната Хоткевича (615),пр. В. Чорновола,49.851197,24.024373999999998
972,616.0,Хімічна (616),"пр. В. Чорновола, 22",49.854414,24.022958
973,597.0,Шевченківська РА (597),"вул. В. Липинського, 12",49.857499,24.023241
974,598.0,Замарстинівська (598),вул. В. Липинського 26,49.860559,24.027472
975,599.0,Бетховена (599),вул. В. Липинського 44,49.863678,24.033671
976,600.0,БТІ (600),вул. В. Липинського 54,49.864989,24.042442
977,,Автостанція №2 (605),вул. В. Липинського (навпроти № 60),49.864954,24.051669
978,591.0,Автостанція №2 (591),"вул. Б. Хмельницького, 225",49.864118,24.052429999999998
979,590.0,Радіоринок (590),вул. Б. Хмельницького 217,49.861909000000004,24.050476999999997
980,,Височана (588),"вул. Б. Хмельницького, 201",49.858109999999996,24.047269
981,,Фабрика повидла (586),вул. Б. Хмельницького 173,49.855379,24.044974
982,,Промислова (275),"вул. Б.Хмельницького, 143",49.853790999999994,24.041610000000002
983,,Кордуби (265),"вул. М. Кордуби, 2",49.850851,24.044692
984,,Кордуби (266),"вул. М. Кордуби, 2",49.850896,24.044464
985,,Промислова (582),вул. Б. Хмельницького 106,49.853732,24.041782
986,,Фабрика повидла (583),"вул. Б. Хмельницького, 122",49.855315999999995,24.045054
987,585.0,Височана (585),"вул. Б. Хмельницького, 158",49.858290999999994,24.047576
988,,Радіоринок (587),вул. Б. Хмельницького 176,49.862322999999996,24.051003
989,601.0,Автостанція №2 (601),"вул. В. Липинського, 60",49.865131,24.050676
990,,Миколайчука (607),вул. В. Липинського (перехрестя з вул. І. Миколайчука),49.865214,24.043638
991,604.0,БТІ (604),вул. В. Липинського (навпроти № 54),49.86492,24.040645
992,603.0,Бетховена (603),вул. В. Липинського (навпроти № 36),49.863391,24.032652
993,602.0,Замарстинівська (602),"вул. В. Липинського (вул. Покутська, 1)",49.85965,24.026139
994,609.0,Шевченківська РА (609),"пр. В. Чорновола, 12",49.855959999999996,24.021875
995,608.0,Хімічна (608),"пр. В. Чорновола, 49",49.854279,24.022765
996,6.0,Куліша (6),"пр. В. Чорновола, 41",49.849412,24.025209
997,705.0,Чорновола (705),пр. В. Чорновола (перед перехрестям з вул. Ваговою),49.845524,24.025174
998,13.0,Магнус (13),вул. Городоцька 8,49.843934999999995,24.024104
999,679.0,Церква Анни (679),"вул. Т.  Шевченка, 4",49.842758,24.018262
1000,60.0,Захисників України (60),вул. Захисників України,49.84203,24.015512
1001,17.0,Цирк (17),"вул. Городоцька, 44",49.84028,24.012180999999998
1002,94.0,Кропивницького (94),"вул. Городоцька, 94",49.837706,24.005567000000003
1003,,Привокзальний ринок (110),вул. Городоцька (навпроти № 155),49.836381,23.999189
1004,,Скриня (113),вул. Городоцька (навпроти № 175),49.835592,23.994692999999998
1005,535.0,Кульпарківська (535),"вул. Любінська, 4",49.834035,23.990713
1006,536.0,Окружна (536),"вул. Любінська, 60",49.827376,23.98315
1007,147.0,Будинок меблів (147),"вул. Любінська, 96",49.823965,23.976738
1008,149.0,Караджича (149),вул. Любінська 102,49.822054,23.972538
1009,133.0,Любінська-Виговського (133),"вул. І. Виговського (вул. Чуваська, 12)",49.820015999999995,23.969389000000003
1010,134.0,Кульчицької (134),вул. І. Виговського (навпроти № 45А),49.817378000000005,23.971503
1011,132.0,Південний (132),"вул. І. Виговського (вул. Щирецька, 36)",49.813547,23.976618
1012,135.0,Скнилівок (135),вул. І. Виговського (навпроти № 89),49.812128,23.982142
1013,138.0,Щирецька (138),"вул. Кульпарківська, 214",49.809472,23.982446
1014,551.0,Наукова (551),"вул. Наукова, 141",49.805353000000004,23.982543
1015,544.0,Симоненка (544),"вул. Наукова, 53",49.804787,23.987687
1016,540.0,Клуб Науковий (540),"вул. Наукова, 62",49.804283,23.993185999999998
1017,548.0,Центр зайнятості (548),"вул. Наукова, 11",49.803952,23.996512
1018,550.0,Княгині Ольги (550),"вул. Наукова, 7",49.803483,24.000975
1019,538.0,Тролейбусна (538),"вул. Наукова, 11",49.802904999999996,24.00686
1020,537.0,Підстригача (537),"вул. Наукова, 3",49.802259,24.01352
1021,565.0,Стрийська-Наукова (565),вул. Стрийська  (перехрестя Стрийська-Наукова),49.801302,24.017626
1022,560.0,Скорини (560),"вул. Стрийська, 202",49.797717999999996,24.016804999999998
1023,561.0,Гашека (561),"вул. Стрийська, 244",49.794106,24.016076
1024,562.0,Максимовича (562),"вул. Стрийська,264",49.79144,24.015448000000003
1025,563.0,Автовокзал (563),вул. Стрийська 302,49.787582,24.014606
1026,564.0,Сокільницька (564),"вул. Стрийська, 338",49.783131,24.013849
1027,,ТРЦ Кінг Кросс (320-01),"вул. Стрийська, 30",49.774196999999994,24.012589000000002
1028,1313.0,"Дубляни, Школа (1313)","м. Дубляни, вул. Т Шевченка, 21",49.904271,24.092578
1029,1312.0,"Дубляни, Центр (1312)","м. Дубляни, вул. Т. Шевченка, 2",49.90442,24.087911
1030,1310.0,"Дубляни, Землевпорядний факультет (1310)","м. Дубляни, вул. В. Великого",49.903162,24.08794
1031,1308.0,"Дубляни, Університет (1308)","м. Дубляни, вул. В. Великого",49.897281,24.09048
1032,1306.0,"Дубляни, Малиняк (1306)","м. Дубляни, вул. Малинова",49.894372,24.091215
1033,1304.0,"Дубляни, Київська (1304)","м. Дубляни, вул. В. Великого",49.891856,24.090432
1034,1302.0,"Дубляни, Львівська (1302)","м. Дубляни, вул. В. Великого",49.889694,24.089697
1035,1200.0,"Малехів, Цвинтар (1200)","с. Малехів, вул. Київська",49.886741,24.080336
1036,1198.0,"Малехів, Шевченка (1198)","с. Малехів, вул. Київська",49.883841,24.075398
1037,1196.0,"Малехів, Склади (1196)","с. Малехів, вул. Київська",49.88069,24.070242999999998
1038,593.0,Галицьке перехрестя (593),"вул. Б. Хмельницького, 273",49.873515000000005,24.060214000000002
1039,592.0,Назарука (592),"вул. Б. Хмельницького, 267",49.870981,24.058068
1040,,Скейт-парк (738),"вул. Б. Хмельницького, 257",49.869439,24.056792
1041,68.0,Театр опери та балету (68),"пр. Свободи, 49",49.843988,24.025726000000002
1042,67.0,пр. Свободи (67),просп. Свободи 7,49.840029,24.028207000000002
1043,10.0,пл. Галицька (10),"пл. Галицька, 14",49.839261,24.032807000000002
1044,57.0,Підвальна (57),вул. Підвальна 2,49.842525,24.03516
1045,40.0,Театральна (40),"пл. Ярослава Осмомисла, (Добробут)",49.844819,24.027706
1046,,Скейт-парк (589),вул. Б. Хмельницького 212,49.868626,24.05632
1047,595.0,Галицьке перехрестя (595),"вул. Б. Хмельницького, 289",49.873989,24.060823000000003
1048,1195.0,"Малехів, Склади (1195)","с. Малехів, вул. Київська",49.880659,24.070388
1049,1197.0,"Малехів, Шевченка (1197)","с. Малехів, вул. Київська",49.884034,24.075682
1050,1199.0,"Малехів, Цвинтар (1199)","с. Малехів, вул. Київська",49.886858000000004,24.081119
1051,1301.0,"Дубляни, Львівська (1301)","м. Дубляни, вул. В. Великого",49.889969,24.089893
1052,1303.0,"Дубляни, Київська (1303)","м. Дубляни, вул. В. Великого",49.891932000000004,24.090518
1053,1305.0,"Дубляни, Малиняк (1305)","м. Дубляни, вул. Малинова",49.894515000000006,24.091348999999997
1054,1307.0,"Дубляни, Університет (1307)","м. Дубляни, вул. В. Великого",49.897354,24.090507000000002
1055,1309.0,"Дубляни, Землевпорядний факультет (1309)","м. Дубляни, вул. В. Великого",49.903314,24.087975
1056,1311.0,"Дубляни, Центр (1311)","м. Дубляни, вул. В. Великого",49.90437,24.087752
1057,1300.0,"Дубляни, Школа (1300)","м. Дубляни, вул. Т. Шевченка, 4",49.904233000000005,24.093135999999998
1058,417.0,Максимовича (417),вул. М. Максимовича 9,49.7934,24.022582999999997
1059,436.0,Стрийська-Наукова (436),"вул. Стрийська, 45а",49.802603999999995,24.018361
1060,429.0,Автобусний завод (429),"вул. Стрийська, 45",49.808524,24.019257
1061,428.0,Податкова (428),"вул. Стрийська, 35",49.815149,24.019922
1062,75.0,Дитяча залізниця (75),"вул. Стрийська, (вхід в парк)",49.820428,24.020410000000002
1063,76.0,Академія сухопутних військ (76),вул. Стрийська (монумент слави),49.825140999999995,24.022969
1064,,Стрийський ринок (81),"вул. Ш. Руставелі (вул. Франка, 81, ринок)",49.829516999999996,24.032332999999998
1065,292.0,Ш. Руставелі (292),вул. Шота Руставелі (навпроти № 4),49.833934,24.035425
1066,29.0,Шухевича (29),вул. І. Франка 7,49.837368,24.035021
1067,,700-річчя Львова (55),"вул. Під Дубом, 1",49.850445,24.026083
1068,,Гайдамацька (578),"вул. Б. Хмельницького, 48",49.851203999999996,24.029822
1069,,Підзамче (579),"вул. Б. Хмельницького, 52",49.851867999999996,24.032003
1070,580.0,Остряниці (580),"вул. Б. Хмельницького, 80",49.853089000000004,24.035774
1071,272.0,Фабрика повидла (272),"вул. Механічна (вул. Б.Хмельницького, 122)",49.855266,24.04539
1072,,Корейська (273),"вул. Новознесенська, 34",49.855540999999995,24.053444
1073,,Польова (289-1),"вул. Польова, 29",49.857118,24.063631
1074,,Польова (289),"вул. Польова, 42",49.857734,24.063748999999998
1075,274.0,Корейська (274),"вул. Новознесенська, 67",49.855569,24.053627
1076,584.0,Остряниці (584),"вул. Б. Хмельницького, 127",49.85344,24.038427
1077,581.0,Підзамче (581),"вул. Б. Хмельницького, 87",49.852392,24.033298000000002
1078,630.0,Гайдамацька (630),"вул. Гайдамацька, 2-А",49.852013,24.029347
1079,640.0,Палац Хоткевича (640),"вул. Замарстинівська, 25",49.852271,24.02747
1080,56.0,700-річчя Львова (56),"вул. Під Дубом, 2",49.850509,24.025571
1081,21.0,Театр ляльок (21),пл. Данила Галицького 1,49.844499,24.031624
1082,59.0,Підвальна (59),вул. Підвальна 13,49.842759,24.034941
1083,30.0,Шухевича (30),"вул. І. Франка, 8",49.836653999999996,24.034894
1084,291.0,Ш. Руставелі (291),"вул. Шота Руставелі, 2",49.833876000000004,24.035329
1085,80.0,Стрийський ринок (80),"вул. Ш. Руставелі, 42",49.829806,24.032436999999998
1086,567.0,Академія сухопутних військ (567),"вул. Стрийська (вул. Героїв Майдану, 32)",49.82412,24.020623999999998
1087,558.0,Дитяча залізниця (558),"вул. Стрийська, 72",49.820521,24.020292
1088,566.0,Податкова (566),"вул. Стрийська (вул. Академіка Лазаренка, 2)",49.814975,24.019753
1089,559.0,Автобусний завод (559),"вул. Стрийська, 104",49.807627000000004,24.019037
1090,,Максимовича-висадка (417-01),"вул. Максимовича, 9",49.793465999999995,24.022374
1091,768.0,Три Корони (768),вул. Кульпарківська 172,49.814043,23.981416
1092,173.0,Петлюри (173),вул. С. Петлюри 37,49.81981,23.980874
1093,171.0,Садова (171),вул. С. Петлюри 17,49.822107,23.979332
1094,,Антоновича (477),"вул. Антоновича, 4",49.825602,23.990461
1095,,Мельника (475),"вул. Антоновича, 49",49.831671,24.001206
1096,,Залізняка (476),"вул. Антоновича,77",49.829827,23.998137
1097,,Бандери (474),"вул. С. Бандери, 11",49.834519,24.006929
1098,70.0,Собор Святого Юра (70),пл. Святого Юра,49.836931,24.013005
1099,,Устияновича (48),"вул. М. Устияновича, 5",49.836345,24.015968
1100,71.0,Січових Стрільців (71),вул. Січових Стрільців 17,49.839619,24.023291
1101,781.0,Собор Святого Юра (781),"вул. Митрополита Андрея, 2",49.836945,24.011532
1102,49.0,Бандери (49),"вул. Митрополита Андрея, 38",49.835586,24.005875
1103,491.0,пл Липнева (491),"вул. Героїв УПА, 30",49.833356,24.001317999999998
1104,492.0,Смаль-Стоцького (492),"вул. Героїв УПА, 76",49.830564,23.995525
1105,493.0,Копистинського (493),"вул. Героїв УПА, 80",49.829066,23.992117999999998
1106,170.0,Автостанція №3 (170),"вул. Петлюри, 2",49.822992,23.978377
1107,174.0,Садова (174),"вул. С. Петлюри, 2А",49.821828000000004,23.979388
1108,172.0,Петлюри (172),вул. С. Петлюри 30,49.819815000000006,23.980696
1109,767.0,Три Корони (767),вул. Кульпарківська 174,49.814118,23.981416
1110,39.0,Князя Романа (39),"вул. Князя Романа, 26",49.837659,24.032995
1111,,Іподром (318),вул. Стрийська,49.777684,24.013876
1112,662.0,Щурата (662),вул. І. Миколайчука (навпроти № 28),49.87877,24.036638
1113,658.0,Лікарня швидкої допомоги (658),"вул. І. Миколайчука, 11",49.874907,24.041259
1114,632.0,Лікарня швидкої допомоги (632),"вул. Гетьмана Івана Мазепи, 25",49.871788,24.039196
1115,638.0,Орлика (638),"вул. Гетьмана Івана Мазепи, 13",49.870518,24.031278
1116,637.0,Мазепи (637),"вул. Гетьмана Івана Мазепи, 1",49.869529,24.025372
1117,648.0,Замарстинів (648),"вул. Замарстинівська, 173",49.870371,24.020557999999998
1118,739.0,Голоско (739),"вул. Варшавська (навпроти Ф. Сеньковича, 40)",49.86929,24.018087
1119,612.0,Варшавська (612),"пр. В. Чорновола, 103",49.866382,24.016194
1120,611.0,Парк 700-річчя Львова (611),"пр. В. Чорновола, 73",49.861645,24.018704
1121,610.0,Шевченківська РА (610),"пр. В. Чорновола, 61",49.857685,24.020893
1122,681.0,Я.Мудрого (681),вул. Т. Шевченка 52,49.844352,24.011414000000002
1123,142.0,Левандівська (142),вул. Левандівська 10,49.848406,23.993973999999998
1124,141.0,Естонська (141),вул. Левандівська (навпроти №3),49.846887,23.990343
1125,163.0,Левандівське озеро (163),вул. Повітряна 2Б,49.846344,23.985198
1126,729.0,Озерна (729),"вул. Повітряна, 10-А",49.845989,23.983042
1127,157.0,Олесницького (157),вул. Повітряна 20,49.845355,23.978294
1128,160.0,Пілотів (160),вул. Повітряна 66,49.844509,23.971905
1129,,Калнишевського (804),"вул. П. Калнишевського, 16",49.848766999999995,23.969611999999998
1130,,Суботівська (177),"вул. Суботівська, 13",49.847347,23.965784
1131,,Поліклініка №3 (176),"вул. Суботівська, 2",49.844530999999996,23.96661
1132,,Гніздовського (194),"вул. Широка, 79",49.841778000000005,23.968815
1133,,Протезний завод (746-01),"вул. Рудненська, 10",49.836706,23.968646
1134,746.0,Протезний завод (746),вул. Рудненська 10,49.836721000000004,23.969475
1135,175.0,Гніздовського (175),"вул. Суботівська, 2",49.842376,23.967667000000002
1136,,Поліклініка №3 (178),"вул. Суботівська (вул. Повітряна, 88)",49.845631,23.966734
1137,,Суботівська (177-01),"вул. Суботівська, 12",49.847524,23.966074
1138,,Калнишевського (805),"вул. Калнишевського, 15",49.848036,23.969742999999998
1139,159.0,Пілотів (159),вул. Повітряна 65,49.844388,23.971694
1140,158.0,Олесницького (158),вул. Повітряна 31,49.845247,23.978187
1141,730.0,Бандрівського (730),"вул. Повітряна, 17",49.845861,23.982682
1142,162.0,Левандівське озеро (162),вул. Повітряна 1А,49.846247999999996,23.98538
1143,140.0,Естонська (140),"вул. Левандівська, 3",49.846839,23.990364000000003
1144,77.0,Я.Мудрого (77),"вул. Т. Шевченка, 3А",49.844912,24.00966
1145,613.0,Шевченківська РА (613),пр. В. Чорновола,49.857727000000004,24.02122
1146,618.0,Парк 700-річчя Львова (618),пр. В. Чорновола,49.862655,24.018597
1147,617.0,Варшавська (617),пр. В. Чорновола,49.865874,24.016918
1148,614.0,Голоско (614),"вул. Варшавська, 29",49.869786,24.018423000000002
1149,636.0,Мазепи (636),вул. Гетьмана І. Мазепи,49.869354,24.025018
1150,631.0,Орлика (631),"вул. Гетьмана І. Мазепи, 23",49.870628,24.032566
1151,633.0,Лікарня швидкої допомоги (633),"вул. Гетьмана Мазепи, 22",49.871743,24.03947
1152,659.0,Лікарня швидкої допомоги (659),"вул. І. Миколайчука, 12",49.875119,24.041358
1153,763.0,Розточчя (763),"вул В. Щурата (вул. Розточчя, 168)",49.877188000000004,24.043126
1154,619.0,Щурата (619),"вул. В. Щурата, 12",49.879676,24.038560999999998
1155,,Зернова (26),"вул. Зернова,11",49.846361,24.024991
1156,649.0,Замарстинів (649),"вул. Замарстинівська, 178",49.871272,24.018496
1157,650.0,Поліклініка МВС (650),"вул. Замарстинівська,226",49.873944,24.013517
1158,652.0,Дитячий диспансер (652),вул. Замарстинівська 274,49.877615000000006,24.004027
1159,,"Брюховичі, Цвинтар (1066)",вул. Львівська,49.896891,23.965479000000002
1160,1069.0,"Брюховичі, джерело (1069)","вул. Львівська, перехрестя з вул. Ясна",49.901459,23.960063
1161,1065.0,"Брюховичі, Курортна (1065)",вул. Львівська 20,49.903743,23.96022
1162,1064.0,"Брюховичі, Пляжна (1064)",вул. Курортна (перехрестя з вул. Пляжна),49.905788,23.957352
1163,1062.0,"Брюховичі, Пансіонат Львів (1062)","смт. Брюховичі, вул. Курортна (перехрестя з вул. Лікарська)",49.907056,23.947623
1164,,"Брюховичі, Івасюка (1051)","смт. Брюховичі, вул. В. Івасюка, 4",49.90197,23.939536
1165,1052.0,"Брюховичі, Арктична (1052)",вул. В. Івасюка 6,49.901262,23.935706
1166,1054.0,"Брюховичі, Ягідна (1054)",вул. В. Івасюка 32,49.90372,23.929529000000002
1167,1056.0,Брюховичі. Кардіологічна лікарня (1056),вул. В. Івасюка 69,49.905087,23.927563
1168,1045.0,"Брюховичі, Ягідна (1045)",вул. В. Івасюка 45,49.902589,23.930982
1169,1053.0,"Брюховичі, Арктична (1053)",вул. В. Івасюка 19,49.90112,23.93584
1170,,"Брюховичі, Івасюка (1057)","смт. Брюховичі, вул. В. Івасюка 1Б",49.901922,23.940416
1171,,"Брюховичі, Вокзал (1063)",вул. Курортна (перехрестя з вул. Незалежності України),49.904133,23.940427
1172,,"Брюховичі, Пансіонат Львів (1058)",смт. Брюховичі вул. Курортна 10,49.906932,23.947706
1173,1059.0,"Брюховичі, Пляжна (1059)",вул. Курортна 20,49.905602,23.957378
1174,1061.0,"Брюховичі, Курортна (1061)","вул. Курортна (вул. Львівська, 23)",49.904392,23.960066
1175,1068.0,"Брюховичі, Джерело (1068)",вул. Львівська,49.901241,23.960039000000002
1176,1067.0,"Брюховичі, Цвинтар (1067)","смт. Брюховичі, вул. Львівська",49.897223,23.964416
1177,651.0,Дитячий диспансер (651),"вул. Замарстинівська, 265",49.877429,24.003979
1178,654.0,Поліклініка МВС (654),"вул. Замарстинівська, 225А",49.873792,24.013522000000002
1179,653.0,Замарстинів (653),"вул. Замарстинівська,223А",49.871285,24.018076999999998
1180,54.0,Куліша (54),"вул. Пантелеймона Куліша, 47",49.848921000000004,24.02431
1181,575.0,Чигиринська (575),"вул. Б. Грінченка, 2а",49.870691,24.055433999999998
1182,574.0,Грінченка (574),"вул. Б. Грінченка, 6",49.872029,24.052296
1183,634.0,Плугова (634),"Гетьмана Івана Мазепи, 27",49.872571,24.043770000000002
1184,,Кардіологічний центр (392),"вул. Кульпарківська, 28",49.831125,23.990551999999997
1185,531.0,Антоновича (531),"вул. Кульпарківська, 56",49.826534,23.989846
1186,137.0,Кульпарків (137),"вул. Кульпарківська, 118",49.819294,23.98787
1187,136.0,Скнилівок (136),"вул. Кульпарківська, 158а",49.813453,23.98467
1188,445.0,Стрийська-Наукова (445),"пр. Святого Павла ІІ, 3",49.801735,24.019005
1189,441.0,Демнянська (441),"Івана Павла ІІ проспект, 2",49.800218,24.031241
1190,440.0,Духовна семінарія (440),Івана Павла ІІ проспект,49.799861,24.035467999999998
1191,444.0,Чукаріна (444),"вул. Хуторівка (вул. В. Чукаріна, 28)",49.800478000000005,24.040704
1192,449.0,Шувар (449),"пр. Червоної Калини, 30",49.799108000000004,24.047954
1193,451.0,Дитяча поліклініка (451),"пр. Червоної Калини, 46",49.797157,24.051582999999997
1194,453.0,Сихівська РА (453),"пр. Червоної Калини, 64",49.79188,24.058326
1195,,Поліклініка №4 (733),"пр. Червоної Калини, 90",49.790032000000004,24.05865
1196,454.0,Коломийська (454),"пр. Червоної Калини, 76",49.788657,24.058692999999998
1197,457.0,Санта Барбара (457),"пр. Червоної Калини, 94",49.785426,24.058811
1198,418.0,Скрипника (418),"вул. Скрипника, 27",49.786006,24.051744
1199,,Скрипника (317),"вул. М. Скрипника,2",49.786295,24.051781
1200,459.0,Санта Барбара (459),"пр. Червоної Калини, 103",49.785694,24.05935
1201,458.0,Коломийська (458),"пр. Червоної Калини, 97",49.78754,24.059265
1202,456.0,Поліклініка №4 (456),"пр. Червоної Калини, 91",49.790669,24.059168
1203,455.0,Центр Довженка (455),"пр. Червоної Калини, 38",49.794657,24.057532000000002
1204,452.0,Дитяча поліклініка (452),"пр. Червоної Калини, 59",49.796501,24.053698
1205,450.0,Шувар (450),"пр. Червоної Калини, 49",49.799077000000004,24.048686
1206,800.0,Колодзінського (800),"пр. Червоної Калини (вул. Рядова, 6)",49.803606,24.046449
1207,448.0,Рахівська (448),"пр. Червоної Калини, 20",49.805654,24.045655
1208,446.0,Чукаріна (446),Івана Павла ІІ проспект,49.800723,24.040087
1209,442.0,Духовна семінарія (442),Івана Павла ІІ проспект,49.800164,24.035712
1210,443.0,Демнянська (443),"пр. Івана Павла ІІ, 49",49.800616,24.030114
1211,,Скнилівок (534),"вул. Кульпарківська, 2а",49.8139,23.985112
1212,,Кульпарків (532),"вул. Кульпарківська, 126",49.818638,23.987741
1213,635.0,Плугова (635),"вул. Гетьмана Мазепи, 32",49.872371,24.043332
1214,577.0,Грінченка (577),"вул. Б. Грінченка, 13-А",49.871990999999994,24.052012
1215,576.0,Чигиринська (576),"вул. Б. Грінченка, 1",49.870596,24.055314000000003
1216,411.0,Коломийська - Трильовського (411),вул. Коломийська (навпроти № 9),49.787758000000004,24.066636
1217,399.0,Кос-Анатольського (399),вул. І. Кавалерідзе 15,49.791274,24.067439999999998
1218,398.0,Антоненка-Давидовича (398),вул. І. Кавалерідзе 9,49.792711,24.065568
1219,,Кавалерідзе (423),"вул. Сихівська, 5",49.794692,24.065182
1220,394.0,Сихівська (394),вул. Зелена (навпроти буд. 309),49.797178,24.071935
1221,378.0,Зубрівська (378),"вул. Зелена, 261",49.802268,24.065316
1222,377.0,ДБК (377),"вул. Зелена, 251",49.805938,24.062306
1223,371.0,Фрезерний завод (371),"вул. Зелена, 149",49.811403999999996,24.061067
1224,370.0,Бузкова (370),"вул. Зелена, 147",49.813637,24.060295
1225,365.0,Вашингтона (365),"вул. Дж. Вашингтона (вул. Зелена, 147)",49.815921,24.063009
1226,363.0,Перинатальний центр (363),"вул. Дж. Вашингтона, 6",49.815714,24.070434
1227,364.0,ТЦ Метро-2 (364),"вул. Дж. Вашингтона, 8",49.814446999999994,24.07532
1228,282.0,Лисинецька (282),"вул. Пасічна, 85",49.817039,24.077262
1229,284.0,Ярошинської (284),"вул. Пасічна (вул. Є. Ярошинської, 2)",49.822568,24.075173
1230,,Майорівка (280),"вул. Пасічна, 59",49.826232,24.072917
1231,734.0,Ліцей Героїв Крут (734),"вул. Пасічна, 51",49.827822999999995,24.071319
