,route_number,name,street,latitude,longitude,odd,district
0,41,5-та Міська лікарня,вул. Генерала Чупринки 64,49.830717,24.008742,+,Залізничний 
1,3А,Автобусний завод,вул. Стрийська 45,49.808405,24.019256,,Сихівський
2,3А,Автобусний завод,вул. Стрийська 104,49.807828,24.018968,+,Сихівський
3,9,Автобусний завод,вул. Стрийська 104,49.807828,24.018968,,Сихівський
4,11,Автобусний завод,вул. Стрийська 104,49.807828,24.018968,,Сихівський
5,13,Автобусний завод,вул. Стрийська 45,49.808405,24.019256,+,Сихівський
6,13,Автобусний завод,вул. Володимира Великого 2,49.808354,24.017027,,Залізничний 
7,16,Автобусний завод,вул. Стрийська 45,49.808405,24.019256,,Сихівський
8,16,Автобусний завод,вул. Володимира Великого 2,49.808354,24.017027,,Залізничний 
9,18,Автобусний завод,вул. Стрийська 45,49.808405,24.019256,,Сихівський
10,18,Автобусний завод,вул. Володимира Великого 2,49.808354,24.017027,,Залізничний 
11,27,Автобусний завод,вул. Стрийська 45,49.808405,24.019256,+,Сихівський
12,27,Автобусний завод,вул. Стрийська 104,49.807828,24.018968,,Сихівський
13,44,Автобусний завод,вул. Стрийська 45,49.807828,24.018968,+,Сихівський
14,44,Автобусний завод,вул. Володимира Великого 2,49.808354,24.017027,,Залізничний 
15,3А,Автовокзал,вул. Стрийська 109,49.7874,24.017045,+,Сихівський
16,10,Автовокзал,вул. Стрийська 109,49.7874,24.017045,,Сихівський
17,25,Автовокзал,вул. Стрийська 109,49.7874,24.017045,+,Сихівський
18,40,Автовокзал,вул. Стрийська 109,49.7874,24.017045,+,Сихівський
19,19,Авторинок,вул. Богданівська 11,49.854808,24.076078,,Залізничний 
20,19,Авторинок,вул. Богданівська 42,49.854768,24.076228,,Залізничний 
21,39,Авторинок,вул. Богданівська 11,49.854808,24.076078,,Залізничний 
22,1А,Автостанція № 2,вул. В. Липинського 60,49.865133,24.050981,,Залізничний 
23,1А,Автостанція № 2,вул. В. Липинського (навпроти № 60),49.864908,24.051676,,Залізничний 
24,9,Автостанція № 2,вул. Б. Хмельницького 225,49.864066,24.05239,,Галицький
25,12,Автостанція № 2,вул. В. Липинського 60,49.865133,24.050981,+,Залізничний 
26,12,Автостанція № 2,вул. В. Липинського (навпроти № 60),49.864908,24.051676,,Залізничний 
27,19,Автостанція № 2,вул. Б. Хмельницького 225,49.864066,24.05239,+,Галицький
28,20,Автостанція № 2,вул. Б. Хмельницького 225,49.864066,24.05239,+,Галицький
29,25,Автостанція № 2,вул. Б. Хмельницького 225,49.864066,24.05239,,Галицький
30,25,Автостанція № 2,вул. В. Липинського 60,49.865133,24.050981,,Залізничний 
31,25,Автостанція № 2,вул. В. Липинського (навпроти № 60),49.864908,24.051676,+,Залізничний 
32,34,Автостанція № 2,вул. В. Липинського 60,49.865133,24.050981,,Залізничний 
33,35,Автостанція № 2,вул. Б. Хмельницького 225,49.864066,24.05239,,Галицький
34,35,Автостанція № 2,вул. В. Липинського 60,49.865133,24.050981,,Залізничний 
35,35,Автостанція № 2,вул. В. Липинського (навпроти № 60),49.864908,24.051676,,Залізничний 
36,39,Автостанція № 2,вул. В. Липинського 60,49.865133,24.050981,+,Залізничний 
37,39,Автостанція № 2,вул. В. Липинського (навпроти № 60),49.864908,24.051676,,Залізничний 
38,53,Автостанція № 2,вул. В. Липинського 60,49.865133,24.050981,,Залізничний 
39,53,Автостанція № 2,вул. В. Липинського (навпроти № 60),49.864908,24.051676,,Залізничний 
40,19,Автостанція № 5,вул. Зелена 214,49.807522,24.061431,,Залізничний 
41,23,Автостанція № 5,вул. Зелена 214,49.807522,24.061431,+,Залізничний 
42,37,Автостанція № 5,вул. Зелена 214,49.807522,24.061431,,Залізничний 
43,40,Автостанція № 5,вул. Зелена 214,49.807522,24.061431,,Залізничний 
44,46,Автостанція № 5,вул. Зелена 214,49.807522,24.061431,+,Залізничний 
45,47А,Автостанція № 5,вул. Зелена 214,49.807522,24.061431,,Залізничний 
46,5А,Автостанція № 6,вул. Личаківська 152,49.835892,24.07069,,Залізничний 
47,5А,Автостанція № 6,вул. Личаківська 195,49.835892,24.07069,+,Залізничний 
48,18,Автостанція № 6,вул. Личаківська 195,49.835892,24.07069,,Залізничний 
49,19,Автостанція № 6,"вул. Глинянський Тракт (вул. Личаківська, 193)",49.83613,24.070417,+,Залізничний 
50,23,Автостанція № 6,"вул. Глинянський Тракт (вул. Личаківська, 193)",49.83613,24.070417,,Залізничний 
51,27,Автостанція № 6,"вул. Глинянський Тракт (вул. Личаківська, 193)",49.83613,24.070417,+,Залізничний 
52,29,Автостанція № 6,"вул. Глинянський Тракт (вул. Личаківська, 193)",49.83613,24.070417,,Залізничний 
53,36,Автостанція № 6,вул. Личаківська 152,49.835892,24.07069,,Залізничний 
54,36,Автостанція № 6,вул. Личаківська 195,49.835892,24.07069,,Залізничний 
55,39,Автостанція № 6,"вул. Глинянський Тракт (вул. Личаківська, 193)",49.83613,24.070417,,Залізничний 
56,40,Автостанція № 6,вул. Личаківська 152,49.835892,24.07069,,Залізничний 
57,48,"Аеропорт - Термінал ""А""",вул. Любінська 168,49.813791,23.960373,+,Залізничний 
58,4А,Академія мистецтв,вул. Снопківська  47,49.824888,24.037441,+,Сихівський
59,4А,Академія мистецтв,вул. Снопківська (навпроти № 47),49.825056,24.037309,,Сихівський
60,26,Академія мистецтв,вул. Снопківська  47,49.824888,24.037441,,Сихівський
61,26,Академія мистецтв,вул. Снопківська (навпроти № 47),49.825056,24.037309,,Сихівський
62,30,Академія мистецтв,вул. Снопківська  47,49.824888,24.037441,,Сихівський
63,30,Академія мистецтв,вул. Снопківська (навпроти № 47),49.825056,24.037309,,Сихівський
64,53,Академія мистецтв,вул. Снопківська  47,49.824888,24.037441,+,Сихівський
65,53,Академія мистецтв,вул. Снопківська (навпроти № 47),49.825056,24.037309,,Сихівський
66,38,Аквапарк,вул. Княгині Ольги 71,49.806565,23.998996,+,Залізничний 
67,38,Аквапарк,вул. Княгині Ольги 108,49.80734,23.998756,+,Залізничний 
68,41,Аквапарк,вул. Княгині Ольги 71,49.806565,23.998996,,Залізничний 
69,41,Аквапарк,вул. Княгині Ольги 108,49.80734,23.998756,,Залізничний 
70,44,Аквапарк,вул. Княгині Ольги 108,49.80734,23.998756,,Залізничний 
71,45,Аквапарк,вул. Княгині Ольги 71,49.806565,23.998996,,Залізничний 
72,45,Аквапарк,вул. Княгині Ольги 108,49.80734,23.998756,,Залізничний 
73,51,Аквапарк,вул. Княгині Ольги 71,49.806565,23.998996,,Залізничний 
74,51,Аквапарк,вул. Княгині Ольги 108,49.80734,23.998756,+,Залізничний 
75,3А,Атовокзал,вул. Стрийська 302,49.787766,24.014629,+,Сихівський
76,10,Атовокзал,вул. Стрийська 302,49.787766,24.014629,,Сихівський
77,25,Атовокзал,вул. Стрийська 302,49.787766,24.014629,+,Сихівський
78,40,Атовокзал,вул. Стрийська 302,49.787766,24.014629,+,Сихівський
79,7,Бізнес-центр,вул. Наукова 7А,49.803462,24.001031,,Залізничний 
80,10,Бізнес-центр,вул. Наукова 7А,49.803462,24.001031,+,Залізничний 
81,14,Бізнес-центр,вул. Наукова 7А,49.803462,24.001031,,Залізничний 
82,23,Бізнес-центр,вул. Наукова 7А,49.803462,24.001031,,Залізничний 
83,25,Бізнес-центр,вул. Наукова 7А,49.803462,24.001031,,Залізничний 
84,27,Бізнес-центр,вул. Наукова 7А,49.803462,24.001031,,Залізничний 
85,32,Бізнес-центр,вул. Наукова 7А,49.803462,24.001031,+,Залізничний 
86,38,Бізнес-центр,вул. Наукова 7А,49.803462,24.001031,,Залізничний 
87,41,Бізнес-центр,вул. Наукова 7А,49.803462,24.001031,,Залізничний 
88,34,Білогорща,вул. Білогорща 71,49.845867,23.929245,,Залізничний 
89,8,Брюховицьке кладовище,вул. Львівська ?,49.897438,23.964184,,Залізничний 
90,8,Брюховицьке кладовище,вул. Львівська ?,49.897438,23.964184,,Залізничний 
91,22,Брюховицьке кладовище,вул. Львівська ?,49.897438,23.964184,,Залізничний 
92,22,Брюховицьке кладовище,вул. Львівська ?,49.897438,23.964184,+,Залізничний 
93,8,Брюховичі,вул. В. Івасюка 69,49.904834,23.926838,,Залізничний 
94,22,Брюховичі (вулиця Незалежності України),вул. Незалежності України 27,49.897438,23.964184,,Залізничний 
95,22,Брюховичі (вулиця Під Осовою),вул. Під Осовою 2,49.922242,23.98242,,Залізничний 
96,22,Брюховичі (вулиця Січових Стрільців),вул. Січових Стрільців,49.917302,23.968231,,Сихівський
97,22,Брюховичі (вулиця Січових Стрільців),вул. Січових Стрільців,49.917338,23.968352,,Сихівський
98,22,Брюховичі (вулиця Смолиста),вул. Незалежності України 45,49.895068,23.946059,,Залізничний 
99,22,Брюховичі (вулиця Смолиста),вул. Смолиста (перехрестя з вул. Соснова),49.894852,23.946463,+,Сихівський
100,1А,БТІ,вул. В. Липинського 54,49.864904,24.041423,+,Залізничний 
101,1А,БТІ,вул. В. Липинського (навпроти № 54),49.864925,24.040768,,Залізничний 
102,12,БТІ,вул. В. Липинського 54,49.864904,24.041423,,Залізничний 
103,12,БТІ,вул. В. Липинського (навпроти № 54),49.864925,24.040768,+,Залізничний 
104,25,БТІ,вул. В. Липинського 54,49.864904,24.041423,,Залізничний 
105,25,БТІ,вул. В. Липинського (навпроти № 54),49.864925,24.040768,,Залізничний 
106,34,БТІ,вул. В. Липинського 54,49.864904,24.041423,,Залізничний 
107,35,БТІ,вул. В. Липинського 54,49.864904,24.041423,,Залізничний 
108,35,БТІ,вул. В. Липинського (навпроти № 54),49.864925,24.040768,,Залізничний 
109,53,БТІ,вул. В. Липинського 54,49.864904,24.041423,,Залізничний 
110,53,БТІ,вул. В. Липинського (навпроти № 54),49.864925,24.040768,,Залізничний 
111,5А,Винники,вул. Галицька 21,49.816834,24.137023,,Залізничний 
112,5А,Винники,вул. Галицька (навпроти № 21),49.816803,24.137205,,Залізничний 
113,36,Винники,вул. Галицька 21,49.816834,24.137023,,Залізничний 
114,36,Винники,вул. Т. Шевченка (перехрестя з вул. Галицька),49.816476,24.135776,,Сихівський
115,40,Винники,вул. Галицька 21,49.816834,24.137023,+,Залізничний 
116,40,Винники,вул. Галицька (навпроти № 21),49.816803,24.137205,,Залізничний 
117,5А,Винники (вулиця Галицька),вул. Галицька 42,49.817297,24.144106,,Залізничний 
118,5А,Винники (вулиця Галицька),вул. Галицька 57В,49.817385,24.144091,,Залізничний 
119,36,Винники (вулиця Галицька),вул. Галицька 57В,49.817385,24.144091,+,Залізничний 
120,40,Винники (вулиця Галицька),вул. Галицька 42,49.817297,24.144106,+,Залізничний 
121,40,Винники (вулиця Галицька),вул. Галицька 57В,49.817385,24.144091,,Залізничний 
122,36,Винники (вулиця Забава),вул. Забава 1А,49.802288,24.135285,,Залізничний 
123,36,Винники (вулиця Забава),вул. Забава 8А,49.802347,24.135055,,Залізничний 
124,36,Винники (вулиця Івана Франка),вул. І. Франка 81,49.80888,24.138298,,Залізничний 
125,36,Винники (вулиця Івана Франка),вул. І. Франка 74А,49.808869,24.138119,,Залізничний 
126,40,Винники (вулиця Кільцева),вул. Кільцева,49.822383,24.147024,,Залізничний 
127,36,Винники (вулиця Козацька),вул. Забава 21,49.802515,24.129712,+,Залізничний 
128,36,Винники (вулиця Козацька),вул. Забава 46,49.802763,24.129261,+,Залізничний 
129,36,Винники (вулиця М. Ломоносова),вул. Б. Хмельницького (перехрестя з вул. М. Ломоносова),49.809309,24.120402,+,Галицький
130,5А,Винники (Кільцева дорога),вул. Галицька 109,49.817831,24.157602,,Залізничний 
131,5А,Винниківське озеро,вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820415,24.112738,,Залізничний 
132,5А,Винниківське озеро,вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820654,24.112528,,Залізничний 
133,36,Винниківське озеро,вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820415,24.112738,,Залізничний 
134,36,Винниківське озеро,вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820654,24.112528,,Залізничний 
135,40,Винниківське озеро,вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820415,24.112738,,Залізничний 
136,40,Винниківське озеро,вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820654,24.112528,,Залізничний 
137,13,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 15,49.791335,24.067334,,Залізничний 
138,13,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 16,49.791,24.067545,+,Залізничний 
139,14,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 15,49.791335,24.067334,+,Залізничний 
140,14,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 16,49.791,24.067545,,Залізничний 
141,26,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 15,49.791335,24.067334,,Залізничний 
142,26,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 16,49.791,24.067545,,Залізничний 
143,35,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 15,49.791335,24.067334,,Залізничний 
144,35,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 16,49.791,24.067545,,Залізничний 
145,46,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 15,49.791335,24.067334,+,Залізничний 
146,46,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 16,49.791,24.067545,,Залізничний 
147,47А,Вулиця А. Кос-Анатольського,вул. І. Кавалерідзе 15,49.791335,24.067334,+,Залізничний 
148,26,Вулиця А. Лінкольна,вул. А. Лінкольна 4А,49.864593,24.028388,,Район
149,26,Вулиця А. Лінкольна,вул. А. Лінкольна (навпроти № 4А),49.864607,24.028285,,Район
150,39,Вулиця А. Лінкольна,вул. А. Лінкольна 45,49.866673,24.041566,,Район
151,39,Вулиця А. Лінкольна,вул. А. Лінкольна 4А,49.864593,24.028388,,Район
152,39,Вулиця А. Лінкольна,вул. А. Лінкольна (навпроти № 45),49.866577,24.041742,,Район
153,39,Вулиця А. Лінкольна,вул. А. Лінкольна (навпроти № 4А),49.864607,24.028285,+,Район
154,5А,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 28,49.840073,24.042666,,Залізничний 
155,5А,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 35,49.840224,24.043079,+,Залізничний 
156,15,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 35,49.840224,24.043079,,Залізничний 
157,18,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 28,49.840073,24.042666,,Залізничний 
158,18,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 35,49.840224,24.043079,,Залізничний 
159,24,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 28,49.840073,24.042666,,Залізничний 
160,29,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 28,49.840073,24.042666,,Залізничний 
161,29,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 35,49.840224,24.043079,,Залізничний 
162,36,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 28,49.840073,24.042666,,Залізничний 
163,36,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 35,49.840224,24.043079,+,Залізничний 
164,39,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 28,49.840073,24.042666,,Залізничний 
165,39,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 35,49.840224,24.043079,+,Залізничний 
166,47А,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 28,49.840073,24.042666,+,Залізничний 
167,47А,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 35,49.840224,24.043079,,Залізничний 
168,50,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 28,49.840073,24.042666,,Залізничний 
169,50,Вулиця А. Чехова - Академія ветеринарної медицини,вул. Личаківська 35,49.840224,24.043079,,Залізничний 
170,27,Вулиця Авіаційна,вул. Авіаційна,49.82488,23.939472,,Район
171,7,Вулиця Академіка Підстригача,вул. Наукова 3,49.802302,24.013298,,Залізничний 
172,7,Вулиця Академіка Підстригача,"вул. Наукова (вул. Стрийська, 148А)",49.802387,24.014313,,Залізничний 
173,10,Вулиця Академіка Підстригача,вул. Наукова 3,49.802302,24.013298,,Залізничний 
174,10,Вулиця Академіка Підстригача,"вул. Наукова (вул. Стрийська, 148А)",49.802387,24.014313,,Залізничний 
175,14,Вулиця Академіка Підстригача,вул. Наукова 3,49.802302,24.013298,+,Залізничний 
176,14,Вулиця Академіка Підстригача,"вул. Наукова (вул. Стрийська, 148А)",49.802387,24.014313,,Залізничний 
177,23,Вулиця Академіка Підстригача,вул. Наукова 3,49.802302,24.013298,,Залізничний 
178,23,Вулиця Академіка Підстригача,"вул. Наукова (вул. Стрийська, 148А)",49.802387,24.014313,,Залізничний 
179,25,Вулиця Академіка Підстригача,вул. Наукова 3,49.802302,24.013298,,Залізничний 
180,25,Вулиця Академіка Підстригача,"вул. Наукова (вул. Стрийська, 148А)",49.802387,24.014313,,Залізничний 
181,27,Вулиця Академіка Підстригача,вул. Наукова 3,49.802302,24.013298,+,Залізничний 
182,27,Вулиця Академіка Підстригача,"вул. Наукова (вул. Стрийська, 148А)",49.802387,24.014313,+,Залізничний 
183,32,Вулиця Академіка Підстригача,вул. Наукова 3,49.802302,24.013298,+,Залізничний 
184,32,Вулиця Академіка Підстригача,"вул. Наукова (вул. Стрийська, 148А)",49.802387,24.014313,+,Залізничний 
185,38,Вулиця Академіка Підстригача,вул. Наукова 3,49.802302,24.013298,+,Залізничний 
186,38,Вулиця Академіка Підстригача,"вул. Наукова (вул. Стрийська, 148А)",49.802387,24.014313,,Залізничний 
187,41,Вулиця Академіка Підстригача,вул. Наукова 3,49.802302,24.013298,,Залізничний 
188,41,Вулиця Академіка Підстригача,"вул. Наукова (вул. Стрийська, 148А)",49.802387,24.014313,,Залізничний 
189,21,Вулиця Академіка Сахарова,вул. М. Коперника 41,49.8329609,24.0188213,+,Залізничний 
190,24,Вулиця Академіка Сахарова,вул. І. Нечуя-Левицького 8,49.8327781,24.01708689,,Залізничний 
191,30,Вулиця Академіка Сахарова,вул. І. Нечуя-Левицького 8,49.8327781,24.01708689,,Залізничний 
192,42,Вулиця Академіка Сахарова,"вул. Академіка А. Сахарова (вул. Стрийська, 76В)",49.82028799,24.02044102,,Галицький
193,42,Вулиця Академіка Сахарова,вул. І. Нечуя-Левицького 8,49.8327781,24.01708689,,Залізничний 
194,42,Вулиця Академіка Сахарова,вул. М. Коперника 41,49.8329609,24.0188213,+,Залізничний 
195,43,Вулиця Академіка Сахарова,вул. М. Коперника 41,49.8329609,24.0188213,,Залізничний 
196,45,Вулиця Академіка Сахарова,вул. М. Коперника 41,49.8329609,24.0188213,,Залізничний 
197,48,Вулиця Академіка Сахарова,вул. М. Коперника 41,49.8329609,24.0188213,,Залізничний 
198,2А,Вулиця Андрія Мельника,вул. В. Антоновича 47,49.83181645,24.00176987,,Залізничний 
199,7,Вулиця Андрія Мельника,вул. В. Антоновича 47,49.83181645,24.00176987,,Залізничний 
200,33,Вулиця Андрія Мельника,вул. В. Антоновича 47,49.83181645,24.00176987,,Залізничний 
201,38,Вулиця Андрія Мельника,вул. В. Антоновича 47,49.83181645,24.00176987,+,Залізничний 
202,8,Вулиця Арктична,вул. В. Івасюка 6,49.83067375,24.04609515,+,Залізничний 
203,8,Вулиця Арктична,вул. В. Івасюка 19,49.82983445,24.04532912,,Залізничний 
204,1А,Вулиця Б. Грінченка,вул. Б. Хмельницького 212,49.86856905,24.05765557,,Галицький
205,7,Вулиця Б. Грінченка,вул. Б. Грінченка 6,49.8727989,24.05206254,,Галицький
206,9,Вулиця Б. Грінченка,вул. Б. Хмельницького 212,49.86856905,24.05765557,,Галицький
207,12,Вулиця Б. Грінченка,вул. Б. Грінченка 6,49.8727989,24.05206254,,Галицький
208,12,Вулиця Б. Грінченка,вул. Б. Хмельницького 212,49.86856905,24.05765557,,Галицький
209,19,Вулиця Б. Грінченка,вул. Б. Грінченка 6,49.8727989,24.05206254,,Галицький
210,19,Вулиця Б. Грінченка,вул. Б. Хмельницького 212,49.86856905,24.05765557,,Галицький
211,31,Вулиця Б. Грінченка,вул. Б. Грінченка 6,49.8727989,24.05206254,,Галицький
212,34,Вулиця Б. Грінченка,вул. Б. Грінченка 6,49.8727989,24.05206254,+,Галицький
213,34,Вулиця Б. Грінченка,вул. Б. Хмельницького 212,49.86856905,24.05765557,,Галицький
214,39,Вулиця Б. Грінченка,вул. Б. Грінченка 6,49.8727989,24.05206254,,Галицький
215,39,Вулиця Б. Грінченка,вул. Б. Хмельницького 212,49.86856905,24.05765557,+,Галицький
216,41,Вулиця Б. Грінченка,вул. Б. Грінченка 6,49.8727989,24.05206254,,Галицький
217,51,Вулиця Б. Грінченка,вул. Б. Грінченка 6,49.8727989,24.05206254,,Галицький
218,53,Вулиця Б. Грінченка,вул. Б. Хмельницького 212,49.86856905,24.05765557,,Галицький
219,26,Вулиця Б.-І. Антонича,вул. Б.-І. Антонича 12,49.78551829,24.0688416,+,Галицький
220,34,Вулиця Білогорща,вул. Білогорща 25,49.844265,23.9381736,+,Галицький
221,34,Вулиця Білогорща,вул. Білогорща 118,49.84473325,23.93820383,+,Галицький
222,5А,Вулиця Богдана Котика,вул. Личаківська 112,49.8371719,24.0598682,+,Залізничний 
223,5А,Вулиця Богдана Котика,вул. Личаківська 149,49.83754485,24.06036283,+,Залізничний 
224,15,Вулиця Богдана Котика,вул. Личаківська 149,49.83754485,24.06036283,+,Залізничний 
225,18,Вулиця Богдана Котика,вул. Личаківська 112,49.8371719,24.0598682,,Залізничний 
226,18,Вулиця Богдана Котика,вул. Личаківська 149,49.83754485,24.06036283,,Залізничний 
227,24,Вулиця Богдана Котика,вул. Личаківська 112,49.8371719,24.0598682,,Залізничний 
228,29,Вулиця Богдана Котика,вул. Личаківська 112,49.8371719,24.0598682,,Залізничний 
229,29,Вулиця Богдана Котика,вул. Личаківська 149,49.83754485,24.06036283,,Залізничний 
230,36,Вулиця Богдана Котика,вул. Личаківська 112,49.8371719,24.0598682,,Залізничний 
231,36,Вулиця Богдана Котика,вул. Личаківська 149,49.83754485,24.06036283,,Залізничний 
232,39,Вулиця Богдана Котика,вул. Личаківська 112,49.8371719,24.0598682,,Залізничний 
233,39,Вулиця Богдана Котика,вул. Личаківська 149,49.83754485,24.06036283,,Залізничний 
234,47А,Вулиця Богдана Котика,вул. Личаківська 112,49.8371719,24.0598682,,Залізничний 
235,47А,Вулиця Богдана Котика,вул. Личаківська 149,49.83754485,24.06036283,,Залізничний 
236,50,Вулиця Богдана Котика,вул. Личаківська 112,49.8371719,24.0598682,,Залізничний 
237,50,Вулиця Богдана Котика,вул. Личаківська 149,49.83754485,24.06036283,+,Залізничний 
238,9,Вулиця Богдана Хмельницького,вул. Б. Хмельницького 289,49.8749438,24.06101085,,Галицький
239,19,Вулиця Богданівська,вул. Богданівська 2,49.84078355,24.08640485,,Залізничний 
240,19,Вулиця Богданівська,вул. Глинянський Тракт (навпроти № 70),49.8401381,24.08544215,,Залізничний 
241,23,Вулиця Богданівська,вул. Глинянський Тракт 74,49.8400944,24.0861402,+,Залізничний 
242,23,Вулиця Богданівська,вул. Глинянський Тракт (навпроти № 70),49.8401381,24.08544215,,Залізничний 
243,29,Вулиця Богданівська,вул. Глинянський Тракт 74,49.8400944,24.0861402,,Залізничний 
244,29,Вулиця Богданівська,вул. Глинянський Тракт (навпроти № 70),49.8401381,24.08544215,+,Залізничний 
245,6А,Вулиця Брюховицька,вул. Т. Шевченка 171,49.8597696,23.97065189,,Сихівський
246,6А,Вулиця Брюховицька,вул. Т. Шевченка 230,49.86040205,23.97013094,+,Сихівський
247,11,Вулиця Брюховицька,вул. Т. Шевченка 171,49.8597696,23.97065189,,Сихівський
248,11,Вулиця Брюховицька,вул. Т. Шевченка 230,49.86040205,23.97013094,,Сихівський
249,12,Вулиця Брюховицька,вул. Т. Шевченка 171,49.8597696,23.97065189,,Сихівський
250,12,Вулиця Брюховицька,вул. Т. Шевченка 230,49.86040205,23.97013094,+,Сихівський
251,30,Вулиця Брюховицька,вул. Т. Шевченка 171,49.8597696,23.97065189,,Сихівський
252,30,Вулиця Брюховицька,вул. Т. Шевченка 230,49.86040205,23.97013094,,Сихівський
253,49,Вулиця Брюховицька,вул. Т. Шевченка 171,49.8597696,23.97065189,,Сихівський
254,49,Вулиця Брюховицька,вул. Т. Шевченка 230,49.86040205,23.97013094,,Сихівський
255,50,Вулиця Брюховицька,вул. Т. Шевченка 171,49.8597696,23.97065189,,Сихівський
256,50,Вулиця Брюховицька,вул. Т. Шевченка 230,49.86040205,23.97013094,,Сихівський
257,19,Вулиця Бузкова,вул. Зелена 147,49.8148696,24.0613118,,Залізничний 
258,19,Вулиця Бузкова,вул. Зелена 186,49.813222,24.05991,,Залізничний 
259,23,Вулиця Бузкова,вул. Зелена 147,49.8148696,24.0613118,,Залізничний 
260,23,Вулиця Бузкова,вул. Зелена 186,49.813222,24.05991,,Залізничний 
261,27,Вулиця Бузкова,вул. Зелена 147,49.8148696,24.0613118,,Залізничний 
262,27,Вулиця Бузкова,вул. Зелена 186,49.813222,24.05991,,Залізничний 
263,37,Вулиця Бузкова,вул. Зелена 147,49.8148696,24.0613118,,Залізничний 
264,37,Вулиця Бузкова,вул. Зелена 186,49.813222,24.05991,,Залізничний 
265,40,Вулиця Бузкова,вул. Зелена 147,49.8148696,24.0613118,,Залізничний 
266,40,Вулиця Бузкова,вул. Зелена 186,49.813222,24.05991,,Залізничний 
267,46,Вулиця Бузкова,вул. Зелена 147,49.8148696,24.0613118,,Залізничний 
268,46,Вулиця Бузкова,вул. Зелена 186,49.813222,24.05991,,Залізничний 
269,47А,Вулиця Бузкова,вул. Зелена 147,49.8148696,24.0613118,,Залізничний 
270,47А,Вулиця Бузкова,вул. Зелена 186,49.813222,24.05991,,Залізничний 
271,2А,Вулиця В. Антоновича,"вул. В. Антоновича (вул. Кульпарківська, 73)",49.82541692,23.98999394,,Залізничний 
272,7,Вулиця В. Антоновича,"вул. В. Антоновича (вул. Кульпарківська, 73)",49.82541692,23.98999394,,Залізничний 
273,33,Вулиця В. Антоновича,"вул. В. Антоновича (вул. Кульпарківська, 73)",49.82541692,23.98999394,,Залізничний 
274,38,Вулиця В. Антоновича,"вул. В. Антоновича (вул. Кульпарківська, 73)",49.82541692,23.98999394,,Залізничний 
275,6А,Вулиця В. Єрошенка,вул. Т. Шевченка 77,49.847989,23.99959687,,Сихівський
276,6А,Вулиця В. Єрошенка,вул. Т. Шевченка 114,49.8427373,24.0181667,,Сихівський
277,17,Вулиця В. Єрошенка,вул. Т. Шевченка 77,49.847989,23.99959687,,Сихівський
278,17,Вулиця В. Єрошенка,вул. Т. Шевченка 114,49.8427373,24.0181667,,Сихівський
279,30,Вулиця В. Єрошенка,вул. Т. Шевченка 77,49.847989,23.99959687,,Сихівський
280,30,Вулиця В. Єрошенка,вул. Т. Шевченка 114,49.8427373,24.0181667,,Сихівський
281,49,Вулиця В. Єрошенка,вул. Т. Шевченка 77,49.847989,23.99959687,,Сихівський
282,49,Вулиця В. Єрошенка,вул. Т. Шевченка 114,49.8427373,24.0181667,,Сихівський
283,8,Вулиця В. Івасюка,вул. В. Івасюка 4,49.83077075,24.04625566,+,Залізничний 
284,8,Вулиця В. Івасюка,вул. В. Івасюка 1Б,49.8296746,24.044706,,Залізничний 
285,2А,Вулиця В. Караджича,вул. Любінська 91,49.82266725,23.9749136,,Залізничний 
286,2А,Вулиця В. Караджича,вул. Любінська 102,49.8223012,23.9725502,,Залізничний 
