,route_number,name,street,latitude,longitude,odd,district
2384,38,"Торговий комплекс ""Шувар""",просп. Червоної Калини 36,49.7986113,24.0475651,,Шевченківський
2385,38,"Торговий комплекс ""Шувар""",просп. Червоної Калини 37,49.80003865,24.04929235,,Шевченківський
2386,40,"Торговий комплекс ""Шувар""",просп. Червоної Калини 36,49.7986113,24.0475651,,Шевченківський
2387,40,"Торговий комплекс ""Шувар""",просп. Червоної Калини 37,49.80003865,24.04929235,,Шевченківський
2388,41,"Торговий комплекс ""Шувар""",просп. Червоної Калини 36,49.7986113,24.0475651,,Шевченківський
2389,41,"Торговий комплекс ""Шувар""",просп. Червоної Калини 37,49.80003865,24.04929235,,Шевченківський
2390,42,"Торговий комплекс ""Шувар""",просп. Червоної Калини 36,49.7986113,24.0475651,,Шевченківський
2391,42,"Торговий комплекс ""Шувар""",просп. Червоної Калини 37,49.80003865,24.04929235,,Шевченківський
2392,53,"Торговий комплекс ""Шувар""",просп. Червоної Калини 36,49.7986113,24.0475651,,Шевченківський
2393,53,"Торговий комплекс ""Шувар""",просп. Червоної Калини 37,49.80003865,24.04929235,,Шевченківський
2394,9,Торговий центр,вул. Б. Хмельницького 176,49.861066,24.0504525,,Галицький
2395,9,Торговий центр,вул. Б. Хмельницького 217,49.8620711,24.05023845,,Галицький
2396,19,Торговий центр,вул. Б. Хмельницького 176,49.861066,24.0504525,,Галицький
2397,19,Торговий центр,вул. Б. Хмельницького 217,49.8620711,24.05023845,,Галицький
2398,20,Торговий центр,вул. Б. Хмельницького 176,49.861066,24.0504525,,Галицький
2399,20,Торговий центр,вул. Б. Хмельницького 217,49.8620711,24.05023845,,Галицький
2400,25,Торговий центр,вул. Б. Хмельницького 176,49.861066,24.0504525,,Галицький
2401,25,Торговий центр,вул. Б. Хмельницького 217,49.8620711,24.05023845,,Галицький
2402,35,Торговий центр,вул. Б. Хмельницького 176,49.861066,24.0504525,,Галицький
2403,35,Торговий центр,вул. Б. Хмельницького 217,49.8620711,24.05023845,,Галицький
2404,1А,"Торговий центр ""ВАМ""",вул. Б. Хмельницького 267,49.87148125,24.05769158,,Галицький
2405,4А,"Торговий центр ""ВАМ""",просп. Червоної Калини 62,49.7919198,24.05752136,,Шевченківський
2406,7,"Торговий центр ""ВАМ""",просп. Червоної Калини 62,49.7919198,24.05752136,,Шевченківський
2407,7,"Торговий центр ""ВАМ""",вул. Б. Хмельницького 267,49.87148125,24.05769158,,Галицький
2408,9,"Торговий центр ""ВАМ""",вул. Б. Хмельницького 267,49.87148125,24.05769158,,Галицький
2409,11,"Торговий центр ""ВАМ""",просп. Червоної Калини 62,49.7919198,24.05752136,,Шевченківський
2410,19,"Торговий центр ""ВАМ""",просп. Червоної Калини 62,49.7919198,24.05752136,,Шевченківський
2411,31,"Торговий центр ""ВАМ""",вул. Б. Хмельницького 267,49.87148125,24.05769158,,Галицький
2412,32,"Торговий центр ""ВАМ""",просп. Червоної Калини 62,49.7919198,24.05752136,,Шевченківський
2413,41,"Торговий центр ""ВАМ""",вул. Б. Хмельницького 267,49.87148125,24.05769158,,Галицький
2414,42,"Торговий центр ""ВАМ""",просп. Червоної Калини 62,49.7919198,24.05752136,,Шевченківський
2415,47А,"Торговий центр ""ВАМ""",просп. Червоної Калини 62,49.7919198,24.05752136,,Шевченківський
2416,51,"Торговий центр ""ВАМ""",вул. Б. Хмельницького 267,49.87148125,24.05769158,,Галицький
2417,53,"Торговий центр ""ВАМ""",просп. Червоної Калини 62,49.7919198,24.05752136,,Шевченківський
2418,53,"Торговий центр ""ВАМ""",вул. Б. Хмельницького 267,49.87148125,24.05769158,,Галицький
2419,6А,"Торговий центр ""Магнус""",вул. Городоцька 8,49.8440527,24.02400727,,Залізничний 
2420,7,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2421,7,"Торговий центр ""Магнус""","вул. Шпитальна (вул. Городоцька, 4)",49.84444935,24.02472469,,Франківський
2422,9,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2423,9,"Торговий центр ""Магнус""","вул. Шпитальна (вул. Городоцька, 4)",49.84444935,24.02472469,,Франківський
2424,15,"Торговий центр ""Магнус""",вул. Городоцька 8,49.8440527,24.02400727,,Залізничний 
2425,17,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2426,17,"Торговий центр ""Магнус""","вул. Шпитальна (вул. Городоцька, 4)",49.84444935,24.02472469,,Франківський
2427,20,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2428,20,"Торговий центр ""Магнус""","вул. Шпитальна (вул. Городоцька, 4)",49.84444935,24.02472469,,Франківський
2429,25,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2430,25,"Торговий центр ""Магнус""","вул. Шпитальна (вул. Городоцька, 4)",49.84444935,24.02472469,,Франківський
2431,28,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2432,28,"Торговий центр ""Магнус""","вул. Шпитальна (вул. Городоцька, 4)",49.84444935,24.02472469,,Франківський
2433,29,"Торговий центр ""Магнус""",вул. Городоцька 8,49.8440527,24.02400727,,Залізничний 
2434,31,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2435,34,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2436,34,"Торговий центр ""Магнус""","вул. Шпитальна (вул. Городоцька, 4)",49.84444935,24.02472469,,Франківський
2437,36,"Торговий центр ""Магнус""",вул. Городоцька 8,49.8440527,24.02400727,,Залізничний 
2438,41,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2439,41,"Торговий центр ""Магнус""","вул. Шпитальна (вул. Городоцька, 4)",49.84444935,24.02472469,,Франківський
2440,51,"Торговий центр ""Магнус""",вул. П. Куліша 3,49.84527295,24.02382816,,Залізничний 
2441,51,"Торговий центр ""Магнус""","вул. Шпитальна (вул. Городоцька, 4)",49.84444935,24.02472469,,Франківський
2442,14,"Торговий центр ""Метро""",вул. Городоцька 300,49.82347935,23.91614064,,Залізничний 
2443,14,"Торговий центр ""Метро""",вул. Городоцька 359,49.8212455,23.9207441,,Залізничний 
2444,21,"Торговий центр ""Метро""",вул. Городоцька 300,49.82347935,23.91614064,,Залізничний 
2445,21,"Торговий центр ""Метро""",вул. Городоцька 359,49.8212455,23.9207441,,Залізничний 
2446,28,"Торговий центр ""Метро""",вул. Городоцька 300,49.82347935,23.91614064,,Залізничний 
2447,28,"Торговий центр ""Метро""",вул. Городоцька 359,49.8212455,23.9207441,,Залізничний 
2448,15,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  8,49.81465075,24.07370953,,Залізничний 
2449,19,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  21,49.8147236,24.07596587,,Залізничний 
2450,19,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  8,49.81465075,24.07370953,,Залізничний 
2451,23,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  21,49.8147236,24.07596587,,Залізничний 
2452,23,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  8,49.81465075,24.07370953,,Залізничний 
2453,24,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  21,49.8147236,24.07596587,,Залізничний 
2454,27,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  21,49.8147236,24.07596587,,Залізничний 
2455,27,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  8,49.81465075,24.07370953,,Залізничний 
2456,40,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  21,49.8147236,24.07596587,,Залізничний 
2457,40,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  8,49.81465075,24.07370953,,Залізничний 
2458,44,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  21,49.8147236,24.07596587,,Залізничний 
2459,44,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  8,49.81465075,24.07370953,,Залізничний 
2460,47А,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  21,49.8147236,24.07596587,,Залізничний 
2461,47А,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  8,49.81465075,24.07370953,,Залізничний 
2462,50,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  21,49.8147236,24.07596587,,Залізничний 
2463,50,"Торговий центр ""Метро-2""",вул. Дж. Вашингтона  8,49.81465075,24.07370953,,Залізничний 
2464,9,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2465,9,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2466,10,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2467,10,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2468,16,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2469,16,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2470,20,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2471,20,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2472,25,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2473,25,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2474,28,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2475,28,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2476,32,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2477,32,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2478,34,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2479,34,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2480,43,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2481,43,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2482,51,"Торговий центр ""Скриня""",вул. Городоцька (навпроти № 175),49.8354657,23.99613041,,Залізничний 
2483,51,"Торговий центр ""Скриня""",вул. Городоцька 175,49.8354657,23.99613041,,Залізничний 
2484,21,"Торговий центр ""Три слони""",Кільцева дорога,49.78058409,23.96713212,,
2485,14,Торгові центри,вул. Городоцька 284,49.82321985,23.92411902,,Залізничний 
2486,14,Торгові центри,вул. Городоцька 357,49.81913075,23.92353227,,Залізничний 
2487,21,Торгові центри,вул. Городоцька 284,49.82321985,23.92411902,,Залізничний 
2488,21,Торгові центри,вул. Городоцька 357,49.81913075,23.92353227,,Залізничний 
2489,28,Торгові центри,вул. Городоцька 284,49.82321985,23.92411902,,Залізничний 
2490,28,Торгові центри,вул. Городоцька 357,49.81913075,23.92353227,,Залізничний 
2491,10,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2492,10,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2493,11,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2494,11,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2495,13,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2496,13,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2497,14,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2498,14,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2499,16,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2500,16,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2501,18,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2502,18,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2503,21,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2504,21,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2505,23,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2506,23,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2507,25,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2508,25,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2509,27,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2510,27,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2511,32,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2512,32,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2513,48,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2514,48,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2515,51,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського 69,49.81412125,23.97826199,,Залізничний 
2516,51,"Торгово-виробничий комплекс ""Південний""",вул. І. Виговського,49.8211547,23.9685471,,Залізничний 
2517,3А,"Торгово-розважальний центр ""Кінг Кросс Леополіс""",вул. Стрийська (с. Сокільники),49.78483421,24.01406606,,Сихівський
2518,10,"Торгово-розважальний центр ""Кінг Кросс Леополіс""",вул. Стрийська (с. Сокільники),49.78483421,24.01406606,,Сихівський
2519,25,"Торгово-розважальний центр ""Кінг Кросс Леополіс""",вул. Стрийська (с. Сокільники),49.78483421,24.01406606,,Сихівський
2520,40,"Торгово-розважальний центр ""Кінг Кросс Леополіс""",вул. Стрийська (с. Сокільники),49.78483421,24.01406606,,Сихівський
2521,21,Трамвайне депо,"вул. Академіка А. Сахарова (вул. Богуна, 12)",49.8320971,24.01577895,,Район
2522,42,Трамвайне депо,"вул. Академіка А. Сахарова (вул. Богуна, 12)",49.8320971,24.01577895,,Район
2523,45,Трамвайне депо,"вул. Академіка А. Сахарова (вул. Богуна, 12)",49.8320971,24.01577895,,Район
2524,48,Трамвайне депо,"вул. Академіка А. Сахарова (вул. Богуна, 12)",49.8320971,24.01577895,,Район
2525,2А,Університет імені Івана Франка,вул. Університеська 1,49.83983356,24.02237812,,Сихівський
2526,7,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2527,7,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2528,10,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2529,10,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2530,14,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2531,14,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2532,23,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2533,23,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2534,25,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2535,25,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2536,27,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2537,27,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2538,32,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2539,32,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2540,38,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2541,41,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2542,44,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2543,45,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2544,45,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2545,51,Центр зайнятості,вул. Наукова 62,49.8048083,23.99469019,,Залізничний 
2546,51,Центр зайнятості,вул. Наукова 35А,49.8034663,23.9963071,,Залізничний 
2547,15,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 85,49.81778475,24.07916319,,Залізничний 
2548,19,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 85,49.81778475,24.07916319,,Залізничний 
2549,19,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 90,49.8176457,24.07589302,,Залізничний 
2550,23,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 85,49.81778475,24.07916319,,Залізничний 
2551,23,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 90,49.8176457,24.07589302,,Залізничний 
2552,24,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 90,49.8176457,24.07589302,,Залізничний 
2553,27,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 85,49.81778475,24.07916319,,Залізничний 
2554,27,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 90,49.8176457,24.07589302,,Залізничний 
2555,40,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 85,49.81778475,24.07916319,,Залізничний 
2556,40,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 90,49.8176457,24.07589302,,Залізничний 
2557,44,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 85,49.81778475,24.07916319,,Залізничний 
2558,44,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 90,49.8176457,24.07589302,,Залізничний 
2559,47А,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 85,49.81778475,24.07916319,,Залізничний 
2560,47А,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 90,49.8176457,24.07589302,,Залізничний 
2561,50,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 85,49.81778475,24.07916319,,Залізничний 
2562,50,Церква Благовіщення Пресвятої Богородиці,вул. Пасічна 90,49.8176457,24.07589302,,Залізничний 
2563,2А,Церква Вознесіння Господнього,вул. Гродоцька 319А,49.82703845,23.94919734,,Залізничний 
2564,13,Церква Вознесіння Господнього,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
2565,13,Церква Вознесіння Господнього,вул. Широка 79,49.84032725,23.96901546,,Франківський
2566,14,Церква Вознесіння Господнього,вул. Гродоцька 236,49.82694492,23.94645867,,Залізничний 
2567,14,Церква Вознесіння Господнього,вул. Гродоцька 319А,49.82703845,23.94919734,,Залізничний 
2568,17,Церква Вознесіння Господнього,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
2569,18,Церква Вознесіння Господнього,вул. Широка 79,49.84032725,23.96901546,,Франківський
2570,20,Церква Вознесіння Господнього,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
2571,20,Церква Вознесіння Господнього,вул. Широка 79,49.84032725,23.96901546,,Франківський
2572,21,Церква Вознесіння Господнього,вул. Гродоцька 236,49.82694492,23.94645867,,Залізничний 
2573,21,Церква Вознесіння Господнього,вул. Гродоцька 319А,49.82703845,23.94919734,,Залізничний 
2574,23,Церква Вознесіння Господнього,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
2575,23,Церква Вознесіння Господнього,вул. Широка 79,49.84032725,23.96901546,,Франківський
2576,25,Церква Вознесіння Господнього,вул. Старознесінська 23,49.85148681,24.05858221,,Сихівський
2577,27,Церква Вознесіння Господнього,вул. Гродоцька 236,49.82694492,23.94645867,,Залізничний 
2578,27,Церква Вознесіння Господнього,вул. Гродоцька 319А,49.82703845,23.94919734,,Залізничний 
2579,28,Церква Вознесіння Господнього,вул. Гродоцька 236,49.82694492,23.94645867,,Залізничний 
2580,28,Церква Вознесіння Господнього,вул. Гродоцька 319А,49.82703845,23.94919734,,Залізничний 
2581,34,Церква Вознесіння Господнього,вул. Широка 68,49.84245005,23.96681567,,Франківський
2582,34,Церква Вознесіння Господнього,вул. Широка 79,49.84032725,23.96901546,,Франківський
2583,43,Церква Вознесіння Господнього,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
2584,43,Церква Вознесіння Господнього,вул. Широка 79,49.84032725,23.96901546,,Франківський
2585,5А,Церква Покрови Пресвятої Богородиці,вул. Личаківська 175,49.836377,24.0671023,,Залізничний 
2586,15,Церква Покрови Пресвятої Богородиці,вул. Личаківська 175,49.836377,24.0671023,,Залізничний 
2587,18,Церква Покрови Пресвятої Богородиці,вул. Личаківська 175,49.836377,24.0671023,,Залізничний 
2588,29,Церква Покрови Пресвятої Богородиці,вул. Личаківська 175,49.836377,24.0671023,,Залізничний 
2589,36,Церква Покрови Пресвятої Богородиці,вул. Личаківська 175,49.836377,24.0671023,,Залізничний 
2590,39,Церква Покрови Пресвятої Богородиці,вул. Личаківська 175,49.836377,24.0671023,,Залізничний 
2591,47А,Церква Покрови Пресвятої Богородиці,вул. Личаківська 175,49.836377,24.0671023,,Залізничний 
2592,50,Церква Покрови Пресвятої Богородиці,вул. Личаківська 175,49.836377,24.0671023,,Залізничний 
2593,19,Церква Пресвятої Богородиці,вул. Новознесенська 34,49.855139,24.05368142,,Залізничний 
2594,19,Церква Пресвятої Богородиці,вул. Новознесенська 67,49.8557151,24.05366095,,Залізничний 
2595,35,Церква Пресвятої Богородиці,вул. Новознесенська 34,49.855139,24.05368142,,Залізничний 
2596,35,Церква Пресвятої Богородиці,вул. Новознесенська 67,49.8557151,24.05366095,,Залізничний 
2597,13,Церква Святих Кирила і Мефодія,вул. Угорська 4,49.8116448,24.0420137,,Сихівський
2598,16,Церква Святих Кирила і Мефодія,вул. Угорська 4,49.8116448,24.0420137,,Сихівський
2599,26,Церква Святих Кирила і Мефодія,вул. Угорська 4,49.8116448,24.0420137,,Сихівський
2600,27,Церква Святих Кирила і Мефодія,вул. Угорська 4,49.8116448,24.0420137,,Сихівський
2601,30,Церква Святих Кирила і Мефодія,вул. Угорська 4,49.8116448,24.0420137,,Сихівський
2602,35,Церква Святих Кирила і Мефодія,вул. Угорська 4,49.8116448,24.0420137,,Сихівський
2603,7,Церква Святих Ольги та Єлизавети,площа М. Кропивницького (біля церкви),49.83737533,24.0046236,,Шевченківський
2604,7,Церква Святих Ольги та Єлизавети,площа Кропивницького 8,49.8362929,24.00396395,,Шевченківський
2605,15,Церква Святих Ольги та Єлизавети,площа Кропивницького 8,49.8362929,24.00396395,,Шевченківський
2606,24,Церква Святих Ольги та Єлизавети,площа М. Кропивницького (біля церкви),49.83737533,24.0046236,,Шевченківський
2607,24,Церква Святих Ольги та Єлизавети,площа Кропивницького 8,49.8362929,24.00396395,,Шевченківський
2608,30,Церква Святих Ольги та Єлизавети,площа М. Кропивницького (біля церкви),49.83737533,24.0046236,,Шевченківський
2609,36,Церква Святих Ольги та Єлизавети,площа М. Кропивницького (біля церкви),49.83737533,24.0046236,,Шевченківський
2610,41,Церква Святих Ольги та Єлизавети,площа М. Кропивницького (біля церкви),49.83737533,24.0046236,,Шевченківський
2611,41,Церква Святих Ольги та Єлизавети,площа Кропивницького 8,49.8362929,24.00396395,,Шевченківський
2612,42,Церква Святих Ольги та Єлизавети,площа Кропивницького 8,49.8362929,24.00396395,,Шевченківський
2613,43,Церква Святих Ольги та Єлизавети,площа М. Кропивницького (біля церкви),49.83737533,24.0046236,,Шевченківський
2614,43,Церква Святих Ольги та Єлизавети,площа Кропивницького 8,49.8362929,24.00396395,,Шевченківський
2615,6А,Церква Святої Анни,вул. Т. Шевченка 16,49.84305375,24.01632819,,Сихівський
2616,17,Церква Святої Анни,вул. Т. Шевченка 16,49.84305375,24.01632819,,Сихівський
2617,30,Церква Святої Анни,вул. Т. Шевченка 16,49.84305375,24.01632819,,Сихівський
2618,49,Церква Святої Анни,вул. Т. Шевченка 16,49.84305375,24.01632819,,Сихівський
2619,7,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2620,7,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2621,9,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2622,9,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2623,20,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2624,20,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2625,25,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2626,25,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2627,28,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2628,28,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2629,29,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2630,29,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2631,30,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2632,31,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2633,31,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2634,34,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2635,36,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2636,36,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2637,41,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2638,41,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2639,49,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2640,49,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2641,51,Цирк,вул. Городоцька 44,49.84051045,24.01239146,,Залізничний 
2642,51,Цирк,вул. Городоцька (навпроти № 44),49.84051045,24.01239146,,Залізничний 
2643,1А,Шевченківська районна адміністрація,вул. В. Липинського 12,49.8568865,24.02375239,,Залізничний 
2644,1А,Шевченківська районна адміністрація,просп. В. Чорновола 57,49.85590485,24.02134285,,Шевченківський
2645,7,Шевченківська районна адміністрація,просп. В. Чорновола 57,49.85590485,24.02134285,,Шевченківський
2646,7,Шевченківська районна адміністрація,просп. В. Чорновола 61,49.8577788,24.0201758,,Шевченківський
2647,7,Шевченківська районна адміністрація,"просп. В. Чорновола (вул. А.Могильницького, 18)",49.85821815,24.0217211,,Шевченківський
2648,8,Шевченківська районна адміністрація,просп. В. Чорновола 57,49.85590485,24.02134285,,Шевченківський
2649,8,Шевченківська районна адміністрація,просп. В. Чорновола 61,49.8577788,24.0201758,,Шевченківський
